CODICE STS,DESCRIZIONE STS,CODICE CATALOGO,DESCRZIONE CATALOGO,GG ATTESA MEDI,MESE,ANNO
000258,DOMODOSSOLA,88.01.5,Tac dell'addome completo,200,4,2024
000258,DOMODOSSOLA,88.01.5,Tac dell'addome completo,213,5,2024
000258,DOMODOSSOLA,88.01.5,Tac dell'addome completo,226,6,2024
000258,DOMODOSSOLA,88.01.5,Tac dell'addome completo,224,7,2024
000258,DOMODOSSOLA,88.01.5,Tac dell'addome completo,219,8,2024
000258,DOMODOSSOLA,88.01.5,Tac dell'addome completo,210,9,2024
000258,DOMODOSSOLA,88.01.6,Tac dell'addome completo, senza e con contrasto,87,1,2024
000258,DOMODOSSOLA,88.01.6,Tac dell'addome completo, senza e con contrasto,203,2,2024
000258,DOMODOSSOLA,88.01.6,Tac dell'addome completo, senza e con contrasto,206,3,2024
000258,DOMODOSSOLA,88.01.6,Tac dell'addome completo, senza e con contrasto,200,4,2024
000258,DOMODOSSOLA,88.01.6,Tac dell'addome completo, senza e con contrasto,213,5,2024
000258,DOMODOSSOLA,88.01.6,Tac dell'addome completo, senza e con contrasto,226,6,2024
000258,DOMODOSSOLA,88.01.6,Tac dell'addome completo, senza e con contrasto,224,7,2024
000258,DOMODOSSOLA,88.01.6,Tac dell'addome completo, senza e con contrasto,219,8,2024
000258,DOMODOSSOLA,88.01.6,Tac dell'addome completo, senza e con contrasto,210,9,2024
000258,DOMODOSSOLA,88.38.5,Tac del bacino e articolazioni sacro-iliache,87,1,2024
000258,DOMODOSSOLA,88.38.5,Tac del bacino e articolazioni sacro-iliache,161,2,2024
000258,DOMODOSSOLA,88.38.5,Tac del bacino e articolazioni sacro-iliache,16,3,2024
000258,DOMODOSSOLA,88.38.5,Tac del bacino e articolazioni sacro-iliache,123,4,2024
000258,DOMODOSSOLA,88.38.5,Tac del bacino e articolazioni sacro-iliache,71,5,2024
000258,DOMODOSSOLA,88.38.5,Tac del bacino e articolazioni sacro-iliache,158,6,2024
000258,DOMODOSSOLA,88.38.5,Tac del bacino e articolazioni sacro-iliache,190,7,2024
000258,DOMODOSSOLA,88.38.5,Tac del bacino e articolazioni sacro-iliache,15,8,2024
000258,DOMODOSSOLA,88.38.5,Tac del bacino e articolazioni sacro-iliache,154,9,2024
000258,DOMODOSSOLA,88.72.6,Ecocardiografia,251,1,2024
000258,DOMODOSSOLA,88.72.6,Ecocardiografia,227,2,2024
000258,DOMODOSSOLA,88.72.6,Ecocardiografia,233,3,2024
000258,DOMODOSSOLA,88.72.6,Ecocardiografia,308,4,2024
000258,DOMODOSSOLA,88.72.6,Ecocardiografia,255,5,2024
000258,DOMODOSSOLA,88.72.6,Ecocardiografia,295,6,2024
000258,DOMODOSSOLA,88.72.6,Ecocardiografia,290,7,2024
000258,DOMODOSSOLA,88.72.6,Ecocardiografia,339,8,2024
000258,DOMODOSSOLA,88.72.6,Ecocardiografia,252,9,2024
000258,DOMODOSSOLA,88.73.1,Ecografia mammaria bilaterale,335,1,2024
000258,DOMODOSSOLA,88.73.1,Ecografia mammaria bilaterale,308,2,2024
000258,DOMODOSSOLA,88.73.1,Ecografia mammaria bilaterale,314,3,2024
000258,DOMODOSSOLA,88.73.1,Ecografia mammaria bilaterale,294,4,2024
000258,DOMODOSSOLA,88.73.1,Ecografia mammaria bilaterale,301,5,2024
000258,DOMODOSSOLA,88.73.1,Ecografia mammaria bilaterale,301,6,2024
000258,DOMODOSSOLA,88.73.1,Ecografia mammaria bilaterale,308,7,2024
000258,DOMODOSSOLA,88.73.1,Ecografia mammaria bilaterale,350,8,2024
000258,DOMODOSSOLA,88.73.1,Ecografia mammaria bilaterale,336,9,2024
000258,DOMODOSSOLA,88.73.2,Ecografia della mammella - monolaterale,335,1,2024
000258,DOMODOSSOLA,88.73.2,Ecografia della mammella - monolaterale,308,2,2024
000258,DOMODOSSOLA,88.73.2,Ecografia della mammella - monolaterale,314,3,2024
000258,DOMODOSSOLA,88.73.2,Ecografia della mammella - monolaterale,294,4,2024
000258,DOMODOSSOLA,88.73.2,Ecografia della mammella - monolaterale,301,5,2024
000258,DOMODOSSOLA,88.73.2,Ecografia della mammella - monolaterale,301,6,2024
000258,DOMODOSSOLA,88.73.2,Ecografia della mammella - monolaterale,308,7,2024
000258,DOMODOSSOLA,88.73.2,Ecografia della mammella - monolaterale,350,8,2024
000258,DOMODOSSOLA,88.73.2,Ecografia della mammella - monolaterale,336,9,2024
000258,DOMODOSSOLA,88.73.5,Eco(color)doppler dei tronchi sovraortici,191,1,2024
000258,DOMODOSSOLA,88.73.5,Eco(color)doppler dei tronchi sovraortici,211,2,2024
000258,DOMODOSSOLA,88.73.5,Eco(color)doppler dei tronchi sovraortici,238,3,2024
000258,DOMODOSSOLA,88.73.5,Eco(color)doppler dei tronchi sovraortici,239,4,2024
000258,DOMODOSSOLA,88.73.5,Eco(color)doppler dei tronchi sovraortici,220,5,2024
000258,DOMODOSSOLA,88.73.5,Eco(color)doppler dei tronchi sovraortici,218,6,2024
000258,DOMODOSSOLA,88.73.5,Eco(color)doppler dei tronchi sovraortici,232,7,2024
000258,DOMODOSSOLA,88.73.5,Eco(color)doppler dei tronchi sovraortici,1,8,2024
000258,DOMODOSSOLA,88.73.5,Eco(color)doppler dei tronchi sovraortici,10,9,2024
000258,DOMODOSSOLA,88.78.2,Ecografia ginecologica,48,1,2024
000258,DOMODOSSOLA,88.78.2,Ecografia ginecologica,42,2,2024
000258,DOMODOSSOLA,88.78.2,Ecografia ginecologica,62,3,2024
000258,DOMODOSSOLA,88.78.2,Ecografia ginecologica,70,4,2024
000258,DOMODOSSOLA,88.78.2,Ecografia ginecologica,63,5,2024
000258,DOMODOSSOLA,88.78.2,Ecografia ginecologica,14,6,2024
000258,DOMODOSSOLA,88.78.2,Ecografia ginecologica,63,7,2024
000258,DOMODOSSOLA,88.78.2,Ecografia ginecologica,98,8,2024
000258,DOMODOSSOLA,88.78.2,Ecografia ginecologica,77,9,2024
000258,DOMODOSSOLA,88381.0,Tac del rachide cervicale e dello speco vertebrale,87,1,2024
000258,DOMODOSSOLA,88381.0,Tac del rachide cervicale e dello speco vertebrale,161,2,2024
000258,DOMODOSSOLA,88381.0,Tac del rachide cervicale e dello speco vertebrale,16,3,2024
000258,DOMODOSSOLA,88381.0,Tac del rachide cervicale e dello speco vertebrale,123,4,2024
000258,DOMODOSSOLA,88381.0,Tac del rachide cervicale e dello speco vertebrale,71,5,2024
000258,DOMODOSSOLA,88381.0,Tac del rachide cervicale e dello speco vertebrale,158,6,2024
000258,DOMODOSSOLA,88381.0,Tac del rachide cervicale e dello speco vertebrale,190,7,2024
000258,DOMODOSSOLA,88381.0,Tac del rachide cervicale e dello speco vertebrale,15,8,2024
000258,DOMODOSSOLA,88381.0,Tac del rachide cervicale e dello speco vertebrale,154,9,2024
000258,DOMODOSSOLA,88381.1,Tac del rachide dorsale e dello speco vertebrale,87,1,2024
000258,DOMODOSSOLA,88381.1,Tac del rachide dorsale e dello speco vertebrale,161,2,2024
000258,DOMODOSSOLA,88381.1,Tac del rachide dorsale e dello speco vertebrale,16,3,2024
000258,DOMODOSSOLA,88381.1,Tac del rachide dorsale e dello speco vertebrale,123,4,2024
000258,DOMODOSSOLA,88381.1,Tac del rachide dorsale e dello speco vertebrale,71,5,2024
000258,DOMODOSSOLA,88381.1,Tac del rachide dorsale e dello speco vertebrale,158,6,2024
000258,DOMODOSSOLA,88381.1,Tac del rachide dorsale e dello speco vertebrale,190,7,2024
000258,DOMODOSSOLA,88381.1,Tac del rachide dorsale e dello speco vertebrale,15,8,2024
000258,DOMODOSSOLA,88381.1,Tac del rachide dorsale e dello speco vertebrale,154,9,2024
000258,DOMODOSSOLA,88381.2,Tac del lombo - sacrale e dello speco vertebrale,87,1,2024
000258,DOMODOSSOLA,88381.2,Tac del lombo - sacrale e dello speco vertebrale,161,2,2024
000258,DOMODOSSOLA,88381.2,Tac del lombo - sacrale e dello speco vertebrale,16,3,2024
000258,DOMODOSSOLA,88381.2,Tac del lombo - sacrale e dello speco vertebrale,123,4,2024
000258,DOMODOSSOLA,88381.2,Tac del lombo - sacrale e dello speco vertebrale,71,5,2024
000258,DOMODOSSOLA,88381.2,Tac del lombo - sacrale e dello speco vertebrale,158,6,2024
000258,DOMODOSSOLA,88381.2,Tac del lombo - sacrale e dello speco vertebrale,190,7,2024
000258,DOMODOSSOLA,88381.2,Tac del lombo - sacrale e dello speco vertebrale,15,8,2024
000258,DOMODOSSOLA,88381.2,Tac del lombo - sacrale e dello speco vertebrale,154,9,2024
000258,DOMODOSSOLA,88382.0,Tac del rachide cervicale e dello speco vertebrale, senza e con contrasto,87,1,2024
000258,DOMODOSSOLA,88382.0,Tac del rachide cervicale e dello speco vertebrale, senza e con contrasto,203,2,2024
000258,DOMODOSSOLA,88382.0,Tac del rachide cervicale e dello speco vertebrale, senza e con contrasto,206,3,2024
000258,DOMODOSSOLA,88382.0,Tac del rachide cervicale e dello speco vertebrale, senza e con contrasto,200,4,2024
000258,DOMODOSSOLA,88382.0,Tac del rachide cervicale e dello speco vertebrale, senza e con contrasto,213,5,2024
000258,DOMODOSSOLA,88382.0,Tac del rachide cervicale e dello speco vertebrale, senza e con contrasto,226,6,2024
000258,DOMODOSSOLA,88382.0,Tac del rachide cervicale e dello speco vertebrale, senza e con contrasto,224,7,2024
000258,DOMODOSSOLA,88382.0,Tac del rachide cervicale e dello speco vertebrale, senza e con contrasto,219,8,2024
000258,DOMODOSSOLA,88382.0,Tac del rachide cervicale e dello speco vertebrale, senza e con contrasto,210,9,2024
000258,DOMODOSSOLA,88382.1,Tac del rachide dorsale e dello speco vertebrale, senza e con contrasto,87,1,2024
000258,DOMODOSSOLA,88382.1,Tac del rachide dorsale e dello speco vertebrale, senza e con contrasto,203,2,2024
000258,DOMODOSSOLA,88382.1,Tac del rachide dorsale e dello speco vertebrale, senza e con contrasto,206,3,2024
000258,DOMODOSSOLA,88382.1,Tac del rachide dorsale e dello speco vertebrale, senza e con contrasto,200,4,2024
000258,DOMODOSSOLA,88382.1,Tac del rachide dorsale e dello speco vertebrale, senza e con contrasto,213,5,2024
000258,DOMODOSSOLA,88382.1,Tac del rachide dorsale e dello speco vertebrale, senza e con contrasto,226,6,2024
000258,DOMODOSSOLA,88382.1,Tac del rachide dorsale e dello speco vertebrale, senza e con contrasto,224,7,2024
000258,DOMODOSSOLA,88382.1,Tac del rachide dorsale e dello speco vertebrale, senza e con contrasto,219,8,2024
000258,DOMODOSSOLA,88382.1,Tac del rachide dorsale e dello speco vertebrale, senza e con contrasto,210,9,2024
000258,DOMODOSSOLA,88382.2,Tac del lombo - sacrale e dello speco vertebrale, senza e con contrasto,87,1,2024
000258,DOMODOSSOLA,88382.2,Tac del lombo - sacrale e dello speco vertebrale, senza e con contrasto,203,2,2024
000258,DOMODOSSOLA,88382.2,Tac del lombo - sacrale e dello speco vertebrale, senza e con contrasto,206,3,2024
000258,DOMODOSSOLA,88382.2,Tac del lombo - sacrale e dello speco vertebrale, senza e con contrasto,200,4,2024
000258,DOMODOSSOLA,88382.2,Tac del lombo - sacrale e dello speco vertebrale, senza e con contrasto,213,5,2024
000258,DOMODOSSOLA,88382.2,Tac del lombo - sacrale e dello speco vertebrale, senza e con contrasto,226,6,2024
000258,DOMODOSSOLA,88382.2,Tac del lombo - sacrale e dello speco vertebrale, senza e con contrasto,224,7,2024
000258,DOMODOSSOLA,88382.2,Tac del lombo - sacrale e dello speco vertebrale, senza e con contrasto,219,8,2024
000258,DOMODOSSOLA,88382.2,Tac del lombo - sacrale e dello speco vertebrale, senza e con contrasto,210,9,2024
000258,DOMODOSSOLA,88714.0,Ecografia del collo per linfonodi,234,1,2024
000258,DOMODOSSOLA,88714.0,Ecografia del collo per linfonodi,312,2,2024
000258,DOMODOSSOLA,88714.0,Ecografia del collo per linfonodi,325,3,2024
000258,DOMODOSSOLA,88714.0,Ecografia del collo per linfonodi,319,4,2024
000258,DOMODOSSOLA,88714.0,Ecografia del collo per linfonodi,375,5,2024
000258,DOMODOSSOLA,88714.0,Ecografia del collo per linfonodi,333,6,2024
000258,DOMODOSSOLA,88714.0,Ecografia del collo per linfonodi,284,7,2024
000258,DOMODOSSOLA,88714.0,Ecografia del collo per linfonodi,4,8,2024
000258,DOMODOSSOLA,88714.0,Ecografia del collo per linfonodi,10,9,2024
000258,DOMODOSSOLA,88714.1,Ecografia ghiandole salivari,234,1,2024
000258,DOMODOSSOLA,88714.1,Ecografia ghiandole salivari,312,2,2024
000258,DOMODOSSOLA,88714.1,Ecografia ghiandole salivari,325,3,2024
000258,DOMODOSSOLA,88714.1,Ecografia ghiandole salivari,319,4,2024
000258,DOMODOSSOLA,88714.1,Ecografia ghiandole salivari,375,5,2024
000258,DOMODOSSOLA,88714.1,Ecografia ghiandole salivari,333,6,2024
000258,DOMODOSSOLA,88714.1,Ecografia ghiandole salivari,284,7,2024
000258,DOMODOSSOLA,88714.1,Ecografia ghiandole salivari,4,8,2024
000258,DOMODOSSOLA,88714.1,Ecografia ghiandole salivari,10,9,2024
000258,DOMODOSSOLA,88714.2,Ecografia tiroide - paratiroidi,234,1,2024
000258,DOMODOSSOLA,88714.2,Ecografia tiroide - paratiroidi,312,2,2024
000258,DOMODOSSOLA,88714.2,Ecografia tiroide - paratiroidi,325,3,2024
000258,DOMODOSSOLA,88714.2,Ecografia tiroide - paratiroidi,319,4,2024
000258,DOMODOSSOLA,88714.2,Ecografia tiroide - paratiroidi,375,5,2024
000258,DOMODOSSOLA,88714.2,Ecografia tiroide - paratiroidi,333,6,2024
000258,DOMODOSSOLA,88714.2,Ecografia tiroide - paratiroidi,284,7,2024
000258,DOMODOSSOLA,88714.2,Ecografia tiroide - paratiroidi,10,8,2024
000258,DOMODOSSOLA,88714.2,Ecografia tiroide - paratiroidi,10,9,2024
000258,DOMODOSSOLA,88741.0,Ecografia dell'addome superiore,234,1,2024
000258,DOMODOSSOLA,88741.0,Ecografia dell'addome superiore,312,2,2024
000258,DOMODOSSOLA,88741.0,Ecografia dell'addome superiore,325,3,2024
000258,DOMODOSSOLA,88741.0,Ecografia dell'addome superiore,319,4,2024
000258,DOMODOSSOLA,88741.0,Ecografia dell'addome superiore,375,5,2024
000258,DOMODOSSOLA,88741.0,Ecografia dell'addome superiore,333,6,2024
000258,DOMODOSSOLA,88741.0,Ecografia dell'addome superiore,284,7,2024
000258,DOMODOSSOLA,88741.0,Ecografia dell'addome superiore,4,8,2024
000258,DOMODOSSOLA,88741.0,Ecografia dell'addome superiore,10,9,2024
000258,DOMODOSSOLA,88751.0,Ecografia dell'addome inferiore,234,1,2024
000258,DOMODOSSOLA,88751.0,Ecografia dell'addome inferiore,312,2,2024
000258,DOMODOSSOLA,88751.0,Ecografia dell'addome inferiore,325,3,2024
000258,DOMODOSSOLA,88751.0,Ecografia dell'addome inferiore,319,4,2024
000258,DOMODOSSOLA,88751.0,Ecografia dell'addome inferiore,375,5,2024
000258,DOMODOSSOLA,88751.0,Ecografia dell'addome inferiore,333,6,2024
000258,DOMODOSSOLA,88751.0,Ecografia dell'addome inferiore,284,7,2024
000258,DOMODOSSOLA,88751.0,Ecografia dell'addome inferiore,4,8,2024
000258,DOMODOSSOLA,88751.0,Ecografia dell'addome inferiore,382,9,2024
000258,DOMODOSSOLA,88756.0,Ecografia dell'addome completo,234,1,2024
000258,DOMODOSSOLA,88756.0,Ecografia dell'addome completo,312,2,2024
000258,DOMODOSSOLA,88756.0,Ecografia dell'addome completo,325,3,2024
000258,DOMODOSSOLA,88756.0,Ecografia dell'addome completo,319,4,2024
000258,DOMODOSSOLA,88756.0,Ecografia dell'addome completo,375,5,2024
000258,DOMODOSSOLA,88756.0,Ecografia dell'addome completo,333,6,2024
000258,DOMODOSSOLA,88756.0,Ecografia dell'addome completo,284,7,2024
000258,DOMODOSSOLA,88756.0,Ecografia dell'addome completo,4,8,2024
000258,DOMODOSSOLA,88756.0,Ecografia dell'addome completo,10,9,2024
000258,DOMODOSSOLA,88772.0,Eco(color)dopplergrafia degli arti superiori arteriosa,253,1,2024
000258,DOMODOSSOLA,88772.0,Eco(color)dopplergrafia degli arti superiori arteriosa,247,2,2024
000258,DOMODOSSOLA,88772.0,Eco(color)dopplergrafia degli arti superiori arteriosa,274,3,2024
000258,DOMODOSSOLA,88772.2,Eco(color)dopplergrafia degli arti inferiori arteriosa,204,1,2024
000258,DOMODOSSOLA,88772.2,Eco(color)dopplergrafia degli arti inferiori arteriosa,218,2,2024
000258,DOMODOSSOLA,88772.2,Eco(color)dopplergrafia degli arti inferiori arteriosa,239,3,2024
000258,DOMODOSSOLA,88772.2,Eco(color)dopplergrafia degli arti inferiori arteriosa,240,4,2024
000258,DOMODOSSOLA,88772.2,Eco(color)dopplergrafia degli arti inferiori arteriosa,225,5,2024
000258,DOMODOSSOLA,88772.2,Eco(color)dopplergrafia degli arti inferiori arteriosa,246,6,2024
000258,DOMODOSSOLA,88772.2,Eco(color)dopplergrafia degli arti inferiori arteriosa,281,7,2024
000258,DOMODOSSOLA,88772.2,Eco(color)dopplergrafia degli arti inferiori arteriosa,1,8,2024
000258,DOMODOSSOLA,88772.2,Eco(color)dopplergrafia degli arti inferiori arteriosa,10,9,2024
000258,DOMODOSSOLA,88772.3,Eco(color)dopplergrafia degli arti inferiori venosa,204,1,2024
000258,DOMODOSSOLA,88772.3,Eco(color)dopplergrafia degli arti inferiori venosa,218,2,2024
000258,DOMODOSSOLA,88772.3,Eco(color)dopplergrafia degli arti inferiori venosa,239,3,2024
000258,DOMODOSSOLA,88772.3,Eco(color)dopplergrafia degli arti inferiori venosa,240,4,2024
000258,DOMODOSSOLA,88772.3,Eco(color)dopplergrafia degli arti inferiori venosa,225,5,2024
000258,DOMODOSSOLA,88772.3,Eco(color)dopplergrafia degli arti inferiori venosa,246,6,2024
000258,DOMODOSSOLA,88772.3,Eco(color)dopplergrafia degli arti inferiori venosa,281,7,2024
000258,DOMODOSSOLA,88772.3,Eco(color)dopplergrafia degli arti inferiori venosa,1,8,2024
000258,DOMODOSSOLA,88772.3,Eco(color)dopplergrafia degli arti inferiori venosa,10,9,2024
000258,DOMODOSSOLA,88911.0,RM cervello e tronco encefalico,302,1,2024
000258,DOMODOSSOLA,88911.0,RM cervello e tronco encefalico,232,2,2024
000258,DOMODOSSOLA,88911.0,RM cervello e tronco encefalico,308,3,2024
000258,DOMODOSSOLA,88911.0,RM cervello e tronco encefalico,295,4,2024
000258,DOMODOSSOLA,88911.0,RM cervello e tronco encefalico,280,5,2024
000258,DOMODOSSOLA,88911.0,RM cervello e tronco encefalico,256,6,2024
000258,DOMODOSSOLA,88911.0,RM cervello e tronco encefalico,256,7,2024
000258,DOMODOSSOLA,88911.0,RM cervello e tronco encefalico,3,8,2024
000258,DOMODOSSOLA,88911.0,RM cervello e tronco encefalico,224,9,2024
000258,DOMODOSSOLA,88912.0,RM cervello e tronco encefalico, senza e con contrasto,302,1,2024
000258,DOMODOSSOLA,88912.0,RM cervello e tronco encefalico, senza e con contrasto,232,2,2024
000258,DOMODOSSOLA,88912.0,RM cervello e tronco encefalico, senza e con contrasto,308,3,2024
000258,DOMODOSSOLA,88912.0,RM cervello e tronco encefalico, senza e con contrasto,295,4,2024
000258,DOMODOSSOLA,88912.0,RM cervello e tronco encefalico, senza e con contrasto,280,5,2024
000258,DOMODOSSOLA,88912.0,RM cervello e tronco encefalico, senza e con contrasto,256,6,2024
000258,DOMODOSSOLA,88912.0,RM cervello e tronco encefalico, senza e con contrasto,256,7,2024
000258,DOMODOSSOLA,88912.0,RM cervello e tronco encefalico, senza e con contrasto,3,8,2024
000258,DOMODOSSOLA,88912.0,RM cervello e tronco encefalico, senza e con contrasto,224,9,2024
000258,DOMODOSSOLA,8893.0,RM colonna cervicale,94,1,2024
000258,DOMODOSSOLA,8893.0,RM colonna cervicale,140,2,2024
000258,DOMODOSSOLA,8893.0,RM colonna cervicale,133,3,2024
000258,DOMODOSSOLA,8893.0,RM colonna cervicale,119,4,2024
000258,DOMODOSSOLA,8893.0,RM colonna cervicale,144,5,2024
000258,DOMODOSSOLA,8893.0,RM colonna cervicale,100,6,2024
000258,DOMODOSSOLA,8893.0,RM colonna cervicale,147,7,2024
000258,DOMODOSSOLA,8893.0,RM colonna cervicale,156,8,2024
000258,DOMODOSSOLA,8893.0,RM colonna cervicale,130,9,2024
000258,DOMODOSSOLA,8893.1,RM colonna toracica,94,1,2024
000258,DOMODOSSOLA,8893.1,RM colonna toracica,140,2,2024
000258,DOMODOSSOLA,8893.1,RM colonna toracica,133,3,2024
000258,DOMODOSSOLA,8893.1,RM colonna toracica,119,4,2024
000258,DOMODOSSOLA,8893.1,RM colonna toracica,144,5,2024
000258,DOMODOSSOLA,8893.1,RM colonna toracica,100,6,2024
000258,DOMODOSSOLA,8893.1,RM colonna toracica,147,7,2024
000258,DOMODOSSOLA,8893.1,RM colonna toracica,156,8,2024
000258,DOMODOSSOLA,8893.1,RM colonna toracica,130,9,2024
000258,DOMODOSSOLA,8893.2,RM colonna lombo sacrale,94,1,2024
000258,DOMODOSSOLA,8893.2,RM colonna lombo sacrale,140,2,2024
000258,DOMODOSSOLA,8893.2,RM colonna lombo sacrale,133,3,2024
000258,DOMODOSSOLA,8893.2,RM colonna lombo sacrale,119,4,2024
000258,DOMODOSSOLA,8893.2,RM colonna lombo sacrale,144,5,2024
000258,DOMODOSSOLA,8893.2,RM colonna lombo sacrale,100,6,2024
000258,DOMODOSSOLA,8893.2,RM colonna lombo sacrale,147,7,2024
000258,DOMODOSSOLA,8893.2,RM colonna lombo sacrale,156,8,2024
000258,DOMODOSSOLA,8893.2,RM colonna lombo sacrale,130,9,2024
000258,DOMODOSSOLA,88931.0,RM colonna cervicale, senza e con contrasto,302,1,2024
000258,DOMODOSSOLA,88931.0,RM colonna cervicale, senza e con contrasto,232,2,2024
000258,DOMODOSSOLA,88931.0,RM colonna cervicale, senza e con contrasto,308,3,2024
000258,DOMODOSSOLA,88931.0,RM colonna cervicale, senza e con contrasto,295,4,2024
000258,DOMODOSSOLA,88931.0,RM colonna cervicale, senza e con contrasto,280,5,2024
000258,DOMODOSSOLA,88931.0,RM colonna cervicale, senza e con contrasto,256,6,2024
000258,DOMODOSSOLA,88931.0,RM colonna cervicale, senza e con contrasto,256,7,2024
000258,DOMODOSSOLA,88931.0,RM colonna cervicale, senza e con contrasto,3,8,2024
000258,DOMODOSSOLA,88931.0,RM colonna cervicale, senza e con contrasto,224,9,2024
000258,DOMODOSSOLA,88931.1,RM colonna toracica, senza e con contrasto,302,1,2024
000258,DOMODOSSOLA,88931.1,RM colonna toracica, senza e con contrasto,232,2,2024
000258,DOMODOSSOLA,88931.1,RM colonna toracica, senza e con contrasto,308,3,2024
000258,DOMODOSSOLA,88931.1,RM colonna toracica, senza e con contrasto,295,4,2024
000258,DOMODOSSOLA,88931.1,RM colonna toracica, senza e con contrasto,280,5,2024
000258,DOMODOSSOLA,88931.1,RM colonna toracica, senza e con contrasto,256,6,2024
000258,DOMODOSSOLA,88931.1,RM colonna toracica, senza e con contrasto,256,7,2024
000258,DOMODOSSOLA,88931.1,RM colonna toracica, senza e con contrasto,3,8,2024
000258,DOMODOSSOLA,88931.1,RM colonna toracica, senza e con contrasto,224,9,2024
000258,DOMODOSSOLA,88931.2,RM colonna lombo sacrale, senza e con contrasto,302,1,2024
000258,DOMODOSSOLA,88931.2,RM colonna lombo sacrale, senza e con contrasto,232,2,2024
000258,DOMODOSSOLA,88931.2,RM colonna lombo sacrale, senza e con contrasto,308,3,2024
000258,DOMODOSSOLA,88931.2,RM colonna lombo sacrale, senza e con contrasto,295,4,2024
000258,DOMODOSSOLA,88931.2,RM colonna lombo sacrale, senza e con contrasto,280,5,2024
000258,DOMODOSSOLA,88931.2,RM colonna lombo sacrale, senza e con contrasto,256,6,2024
000258,DOMODOSSOLA,88931.2,RM colonna lombo sacrale, senza e con contrasto,256,7,2024
000258,DOMODOSSOLA,88931.2,RM colonna lombo sacrale, senza e con contrasto,3,8,2024
000258,DOMODOSSOLA,88931.2,RM colonna lombo sacrale, senza e con contrasto,224,9,2024
000258,DOMODOSSOLA,89.41,Test cardiovascolare da sforzo con pedana mobile,150,1,2024
000258,DOMODOSSOLA,89.41,Test cardiovascolare da sforzo con pedana mobile,165,2,2024
000258,DOMODOSSOLA,89.41,Test cardiovascolare da sforzo con pedana mobile,178,3,2024
000258,DOMODOSSOLA,89.41,Test cardiovascolare da sforzo con pedana mobile,179,4,2024
000258,DOMODOSSOLA,89.41,Test cardiovascolare da sforzo con pedana mobile,172,5,2024
000258,DOMODOSSOLA,89.41,Test cardiovascolare da sforzo con pedana mobile,175,6,2024
000258,DOMODOSSOLA,89.41,Test cardiovascolare da sforzo con pedana mobile,196,7,2024
000258,DOMODOSSOLA,89.41,Test cardiovascolare da sforzo con pedana mobile,176,8,2024
000258,DOMODOSSOLA,89.41,Test cardiovascolare da sforzo con pedana mobile,176,9,2024
000258,DOMODOSSOLA,89.43,Test cardiovascolare da sforzo con cicloergometro,150,1,2024
000258,DOMODOSSOLA,89.43,Test cardiovascolare da sforzo con cicloergometro,165,2,2024
000258,DOMODOSSOLA,89.43,Test cardiovascolare da sforzo con cicloergometro,178,3,2024
000258,DOMODOSSOLA,89.43,Test cardiovascolare da sforzo con cicloergometro,179,4,2024
000258,DOMODOSSOLA,89.43,Test cardiovascolare da sforzo con cicloergometro,172,5,2024
000258,DOMODOSSOLA,89.43,Test cardiovascolare da sforzo con cicloergometro,175,6,2024
000258,DOMODOSSOLA,89.43,Test cardiovascolare da sforzo con cicloergometro,196,7,2024
000258,DOMODOSSOLA,89.43,Test cardiovascolare da sforzo con cicloergometro,207,8,2024
000258,DOMODOSSOLA,89.43,Test cardiovascolare da sforzo con cicloergometro,176,9,2024
000258,DOMODOSSOLA,89.50,ECG dinamico 24 ore - ( Holter ),99,1,2024
000258,DOMODOSSOLA,89.50,ECG dinamico 24 ore - ( Holter ),98,2,2024
000258,DOMODOSSOLA,89.50,ECG dinamico 24 ore - ( Holter ),111,3,2024
000258,DOMODOSSOLA,89.50,ECG dinamico 24 ore - ( Holter ),113,4,2024
000258,DOMODOSSOLA,89.50,ECG dinamico 24 ore - ( Holter ),113,5,2024
000258,DOMODOSSOLA,89.50,ECG dinamico 24 ore - ( Holter ),107,6,2024
000258,DOMODOSSOLA,89.50,ECG dinamico 24 ore - ( Holter ),100,7,2024
000258,DOMODOSSOLA,89.50,ECG dinamico 24 ore - ( Holter ),105,8,2024
000258,DOMODOSSOLA,89.50,ECG dinamico 24 ore - ( Holter ),91,9,2024
000258,DOMODOSSOLA,89.52,Elettrocardiogramma (ECG),1,1,2024
000258,DOMODOSSOLA,89.52,Elettrocardiogramma (ECG),1,2,2024
000258,DOMODOSSOLA,89.52,Elettrocardiogramma (ECG),1,3,2024
000258,DOMODOSSOLA,89.52,Elettrocardiogramma (ECG),1,4,2024
000258,DOMODOSSOLA,89.52,Elettrocardiogramma (ECG),1,5,2024
000258,DOMODOSSOLA,89.52,Elettrocardiogramma (ECG),1,6,2024
000258,DOMODOSSOLA,89.52,Elettrocardiogramma (ECG),1,7,2024
000258,DOMODOSSOLA,89.52,Elettrocardiogramma (ECG),1,8,2024
000258,DOMODOSSOLA,89.52,Elettrocardiogramma (ECG),1,9,2024
000258,DOMODOSSOLA,8913.0,Visita neurologica,8,1,2024
000258,DOMODOSSOLA,8913.0,Visita neurologica,15,2,2024
000258,DOMODOSSOLA,8913.0,Visita neurologica,20,3,2024
000258,DOMODOSSOLA,8913.0,Visita neurologica,35,4,2024
000258,DOMODOSSOLA,8913.0,Visita neurologica,38,5,2024
000258,DOMODOSSOLA,8913.0,Visita neurologica,38,6,2024
