CODICE STS,DESCRIZIONE STS,CODICE CATALOGO,DESCRZIONE CATALOGO,GG ATTESA MEDI,MESE,ANNO
000256,VERBANIA,88714.2,Ecografia tiroide - paratiroidi,393,7,2024
000256,VERBANIA,88714.2,Ecografia tiroide - paratiroidi,393,8,2024
000256,VERBANIA,88714.2,Ecografia tiroide - paratiroidi,393,9,2024
000256,VERBANIA,88741.0,Ecografia dell'addome superiore,518,1,2024
000256,VERBANIA,88741.0,Ecografia dell'addome superiore,491,2,2024
000256,VERBANIA,88741.0,Ecografia dell'addome superiore,462,3,2024
000256,VERBANIA,88741.0,Ecografia dell'addome superiore,428,4,2024
000256,VERBANIA,88741.0,Ecografia dell'addome superiore,407,5,2024
000256,VERBANIA,88741.0,Ecografia dell'addome superiore,414,6,2024
000256,VERBANIA,88741.0,Ecografia dell'addome superiore,393,7,2024
000256,VERBANIA,88741.0,Ecografia dell'addome superiore,407,8,2024
000256,VERBANIA,88741.0,Ecografia dell'addome superiore,393,9,2024
000256,VERBANIA,88751.0,Ecografia dell'addome inferiore,518,1,2024
000256,VERBANIA,88751.0,Ecografia dell'addome inferiore,491,2,2024
000256,VERBANIA,88751.0,Ecografia dell'addome inferiore,462,3,2024
000256,VERBANIA,88751.0,Ecografia dell'addome inferiore,428,4,2024
000256,VERBANIA,88751.0,Ecografia dell'addome inferiore,407,5,2024
000256,VERBANIA,88751.0,Ecografia dell'addome inferiore,414,6,2024
000256,VERBANIA,88751.0,Ecografia dell'addome inferiore,393,7,2024
000256,VERBANIA,88751.0,Ecografia dell'addome inferiore,407,8,2024
000256,VERBANIA,88751.0,Ecografia dell'addome inferiore,393,9,2024
000256,VERBANIA,88756.0,Ecografia dell'addome completo,518,1,2024
000256,VERBANIA,88756.0,Ecografia dell'addome completo,491,2,2024
000256,VERBANIA,88756.0,Ecografia dell'addome completo,462,3,2024
000256,VERBANIA,88756.0,Ecografia dell'addome completo,428,4,2024
000256,VERBANIA,88756.0,Ecografia dell'addome completo,407,5,2024
000256,VERBANIA,88756.0,Ecografia dell'addome completo,414,6,2024
000256,VERBANIA,88756.0,Ecografia dell'addome completo,393,7,2024
000256,VERBANIA,88756.0,Ecografia dell'addome completo,407,8,2024
000256,VERBANIA,88756.0,Ecografia dell'addome completo,393,9,2024
000256,VERBANIA,88772.1,Eco(color)dopplergrafia degli arti superiori venosa,36,1,2024
000256,VERBANIA,88772.1,Eco(color)dopplergrafia degli arti superiori venosa,37,2,2024
000256,VERBANIA,88772.1,Eco(color)dopplergrafia degli arti superiori venosa,51,3,2024
000256,VERBANIA,88772.1,Eco(color)dopplergrafia degli arti superiori venosa,30,4,2024
000256,VERBANIA,88772.1,Eco(color)dopplergrafia degli arti superiori venosa,30,5,2024
000256,VERBANIA,88772.1,Eco(color)dopplergrafia degli arti superiori venosa,30,6,2024
000256,VERBANIA,88772.1,Eco(color)dopplergrafia degli arti superiori venosa,23,7,2024
000256,VERBANIA,88772.3,Eco(color)dopplergrafia degli arti inferiori venosa,36,1,2024
000256,VERBANIA,88772.3,Eco(color)dopplergrafia degli arti inferiori venosa,37,2,2024
000256,VERBANIA,88772.3,Eco(color)dopplergrafia degli arti inferiori venosa,51,3,2024
000256,VERBANIA,88772.3,Eco(color)dopplergrafia degli arti inferiori venosa,30,4,2024
000256,VERBANIA,88772.3,Eco(color)dopplergrafia degli arti inferiori venosa,30,5,2024
000256,VERBANIA,88772.3,Eco(color)dopplergrafia degli arti inferiori venosa,30,6,2024
000256,VERBANIA,88772.3,Eco(color)dopplergrafia degli arti inferiori venosa,23,7,2024
000256,VERBANIA,89.41,Test cardiovascolare da sforzo con pedana mobile,58,1,2024
000256,VERBANIA,89.41,Test cardiovascolare da sforzo con pedana mobile,99,2,2024
000256,VERBANIA,89.41,Test cardiovascolare da sforzo con pedana mobile,184,3,2024
000256,VERBANIA,89.41,Test cardiovascolare da sforzo con pedana mobile,185,4,2024
000256,VERBANIA,89.41,Test cardiovascolare da sforzo con pedana mobile,171,5,2024
000256,VERBANIA,89.41,Test cardiovascolare da sforzo con pedana mobile,178,6,2024
000256,VERBANIA,89.41,Test cardiovascolare da sforzo con pedana mobile,206,7,2024
000256,VERBANIA,89.41,Test cardiovascolare da sforzo con pedana mobile,204,8,2024
000256,VERBANIA,89.41,Test cardiovascolare da sforzo con pedana mobile,204,9,2024
000256,VERBANIA,89.43,Test cardiovascolare da sforzo con cicloergometro,58,1,2024
000256,VERBANIA,89.43,Test cardiovascolare da sforzo con cicloergometro,99,2,2024
000256,VERBANIA,89.43,Test cardiovascolare da sforzo con cicloergometro,184,3,2024
000256,VERBANIA,89.43,Test cardiovascolare da sforzo con cicloergometro,185,4,2024
000256,VERBANIA,89.43,Test cardiovascolare da sforzo con cicloergometro,171,5,2024
000256,VERBANIA,89.43,Test cardiovascolare da sforzo con cicloergometro,178,6,2024
000256,VERBANIA,89.43,Test cardiovascolare da sforzo con cicloergometro,206,7,2024
000256,VERBANIA,89.43,Test cardiovascolare da sforzo con cicloergometro,204,8,2024
000256,VERBANIA,89.43,Test cardiovascolare da sforzo con cicloergometro,204,9,2024
000256,VERBANIA,89.50,ECG dinamico 24 ore - ( Holter ),65,1,2024
000256,VERBANIA,89.50,ECG dinamico 24 ore - ( Holter ),65,2,2024
000256,VERBANIA,89.50,ECG dinamico 24 ore - ( Holter ),76,3,2024
000256,VERBANIA,89.50,ECG dinamico 24 ore - ( Holter ),80,4,2024
000256,VERBANIA,89.50,ECG dinamico 24 ore - ( Holter ),77,5,2024
000256,VERBANIA,89.50,ECG dinamico 24 ore - ( Holter ),72,6,2024
000256,VERBANIA,89.50,ECG dinamico 24 ore - ( Holter ),63,7,2024
000256,VERBANIA,89.50,ECG dinamico 24 ore - ( Holter ),51,8,2024
000256,VERBANIA,89.50,ECG dinamico 24 ore - ( Holter ),42,9,2024
000256,VERBANIA,89.52,Elettrocardiogramma (ECG),1,1,2024
000256,VERBANIA,89.52,Elettrocardiogramma (ECG),3,2,2024
000256,VERBANIA,89.52,Elettrocardiogramma (ECG),2,3,2024
000256,VERBANIA,89.52,Elettrocardiogramma (ECG),1,4,2024
000256,VERBANIA,89.52,Elettrocardiogramma (ECG),1,5,2024
000256,VERBANIA,89.52,Elettrocardiogramma (ECG),1,6,2024
000256,VERBANIA,89.52,Elettrocardiogramma (ECG),1,7,2024
000256,VERBANIA,89.52,Elettrocardiogramma (ECG),1,8,2024
000256,VERBANIA,89.52,Elettrocardiogramma (ECG),2,9,2024
000256,VERBANIA,8913.0,Visita neurologica,9,1,2024
000256,VERBANIA,8913.0,Visita neurologica,17,2,2024
000256,VERBANIA,8913.0,Visita neurologica,17,3,2024
000256,VERBANIA,8913.0,Visita neurologica,31,4,2024
000256,VERBANIA,8913.0,Visita neurologica,30,5,2024
000256,VERBANIA,8913.0,Visita neurologica,39,6,2024
000256,VERBANIA,8913.0,Visita neurologica,38,7,2024
000256,VERBANIA,8913.0,Visita neurologica,36,8,2024
000256,VERBANIA,8913.0,Visita neurologica,29,9,2024
000256,VERBANIA,8926.0,Visita ostetrico - ginecologica,17,1,2024
000256,VERBANIA,8926.0,Visita ostetrico - ginecologica,32,2,2024
000256,VERBANIA,8926.0,Visita ostetrico - ginecologica,52,3,2024
000256,VERBANIA,8926.0,Visita ostetrico - ginecologica,116,4,2024
000256,VERBANIA,8926.0,Visita ostetrico - ginecologica,109,5,2024
000256,VERBANIA,8926.0,Visita ostetrico - ginecologica,116,6,2024
000256,VERBANIA,8926.0,Visita ostetrico - ginecologica,23,7,2024
000256,VERBANIA,8926.0,Visita ostetrico - ginecologica,2,8,2024
000256,VERBANIA,8926.0,Visita ostetrico - ginecologica,23,9,2024
000256,VERBANIA,89371.0,Spirometria semplice,7,1,2024
000256,VERBANIA,89371.0,Spirometria semplice,15,2,2024
000256,VERBANIA,89371.0,Spirometria semplice,28,3,2024
000256,VERBANIA,89371.0,Spirometria semplice,29,4,2024
000256,VERBANIA,89371.0,Spirometria semplice,29,5,2024
000256,VERBANIA,89371.0,Spirometria semplice,22,6,2024
000256,VERBANIA,89371.0,Spirometria semplice,22,7,2024
000256,VERBANIA,89371.0,Spirometria semplice,1,8,2024
000256,VERBANIA,89371.0,Spirometria semplice,22,9,2024
000256,VERBANIA,897.01,Visita cardiologica,59,1,2024
000256,VERBANIA,897.01,Visita cardiologica,98,2,2024
000256,VERBANIA,897.01,Visita cardiologica,42,3,2024
000256,VERBANIA,897.01,Visita cardiologica,19,4,2024
000256,VERBANIA,897.01,Visita cardiologica,254,5,2024
000256,VERBANIA,897.01,Visita cardiologica,238,6,2024
000256,VERBANIA,897.01,Visita cardiologica,71,7,2024
000256,VERBANIA,897.01,Visita cardiologica,16,8,2024
000256,VERBANIA,897.01,Visita cardiologica,219,9,2024
000256,VERBANIA,897.07,Visita endocrinologica,8,1,2024
000256,VERBANIA,897.07,Visita endocrinologica,30,2,2024
000256,VERBANIA,897.07,Visita endocrinologica,50,3,2024
000256,VERBANIA,897.07,Visita endocrinologica,58,4,2024
000256,VERBANIA,897.07,Visita endocrinologica,58,5,2024
000256,VERBANIA,897.07,Visita endocrinologica,65,6,2024
000256,VERBANIA,897.07,Visita endocrinologica,59,7,2024
000256,VERBANIA,897.07,Visita endocrinologica,59,8,2024
000256,VERBANIA,897.07,Visita endocrinologica,44,9,2024
000256,VERBANIA,897.13,Visita ortopedica,24,1,2024
000256,VERBANIA,897.13,Visita ortopedica,60,2,2024
000256,VERBANIA,897.13,Visita ortopedica,31,3,2024
000256,VERBANIA,897.13,Visita ortopedica,142,4,2024
000256,VERBANIA,897.13,Visita ortopedica,130,5,2024
000256,VERBANIA,897.13,Visita ortopedica,135,6,2024
000256,VERBANIA,897.13,Visita ortopedica,121,7,2024
000256,VERBANIA,897.13,Visita ortopedica,123,8,2024
000256,VERBANIA,897.13,Visita ortopedica,130,9,2024
000256,VERBANIA,897.14,Visita otorinolaringoiatrica,16,1,2024
000256,VERBANIA,897.14,Visita otorinolaringoiatrica,23,2,2024
000256,VERBANIA,897.14,Visita otorinolaringoiatrica,37,3,2024
000256,VERBANIA,897.14,Visita otorinolaringoiatrica,45,4,2024
000256,VERBANIA,897.14,Visita otorinolaringoiatrica,52,5,2024
000256,VERBANIA,897.14,Visita otorinolaringoiatrica,72,6,2024
000256,VERBANIA,897.14,Visita otorinolaringoiatrica,72,7,2024
000256,VERBANIA,897.14,Visita otorinolaringoiatrica,16,8,2024
000256,VERBANIA,897.14,Visita otorinolaringoiatrica,70,9,2024
000256,VERBANIA,897.18,Visita urologica,3,2,2024
000256,VERBANIA,897.18,Visita urologica,16,3,2024
000256,VERBANIA,897.18,Visita urologica,10,4,2024
000256,VERBANIA,897.18,Visita urologica,10,5,2024
000256,VERBANIA,897.18,Visita urologica,10,6,2024
000256,VERBANIA,897.18,Visita urologica,3,7,2024
000256,VERBANIA,897.18,Visita urologica,9,8,2024
000256,VERBANIA,897.18,Visita urologica,10,9,2024
000256,VERBANIA,897.19,Visita dermatologica,69,1,2024
000256,VERBANIA,897.19,Visita dermatologica,73,2,2024
000256,VERBANIA,897.19,Visita dermatologica,77,3,2024
000256,VERBANIA,897.19,Visita dermatologica,24,4,2024
000256,VERBANIA,897.19,Visita dermatologica,88,5,2024
000256,VERBANIA,897.19,Visita dermatologica,108,6,2024
000256,VERBANIA,897.19,Visita dermatologica,113,7,2024
000256,VERBANIA,897.19,Visita dermatologica,7,8,2024
000256,VERBANIA,897.19,Visita dermatologica,122,9,2024
000256,VERBANIA,897.20,Visita fisiatrica,118,1,2024
000256,VERBANIA,897.20,Visita fisiatrica,9,2,2024
000256,VERBANIA,897.20,Visita fisiatrica,135,3,2024
000256,VERBANIA,897.20,Visita fisiatrica,155,4,2024
000256,VERBANIA,897.20,Visita fisiatrica,161,5,2024
000256,VERBANIA,897.20,Visita fisiatrica,168,6,2024
000256,VERBANIA,897.20,Visita fisiatrica,7,7,2024
000256,VERBANIA,897.20,Visita fisiatrica,9,8,2024
000256,VERBANIA,897.20,Visita fisiatrica,28,9,2024
000256,VERBANIA,897.21,Visita gastroenterologica,79,1,2024
000256,VERBANIA,897.21,Visita gastroenterologica,319,2,2024
000256,VERBANIA,897.21,Visita gastroenterologica,114,3,2024
000256,VERBANIA,897.21,Visita gastroenterologica,354,4,2024
000256,VERBANIA,897.21,Visita gastroenterologica,11,5,2024
000256,VERBANIA,897.21,Visita gastroenterologica,368,6,2024
000256,VERBANIA,897.21,Visita gastroenterologica,25,7,2024
000256,VERBANIA,897.21,Visita gastroenterologica,25,8,2024
000256,VERBANIA,897.21,Visita gastroenterologica,11,9,2024
000256,VERBANIA,897.22,Visita oncologica,1,1,2024
000256,VERBANIA,897.22,Visita oncologica,1,2,2024
000256,VERBANIA,897.22,Visita oncologica,1,3,2024
000256,VERBANIA,897.22,Visita oncologica,1,4,2024
000256,VERBANIA,897.22,Visita oncologica,1,5,2024
000256,VERBANIA,897.22,Visita oncologica,1,6,2024
000256,VERBANIA,897.22,Visita oncologica,2,7,2024
000256,VERBANIA,897.22,Visita oncologica,1,8,2024
000256,VERBANIA,897.22,Visita oncologica,1,9,2024
000256,VERBANIA,897.67,Visita cardiologica con ECG,59,1,2024
000256,VERBANIA,897.67,Visita cardiologica con ECG,98,2,2024
000256,VERBANIA,897.67,Visita cardiologica con ECG,42,3,2024
000256,VERBANIA,897.67,Visita cardiologica con ECG,19,4,2024
000256,VERBANIA,897.67,Visita cardiologica con ECG,254,5,2024
000256,VERBANIA,897.67,Visita cardiologica con ECG,238,6,2024
000256,VERBANIA,897.67,Visita cardiologica con ECG,71,7,2024
000256,VERBANIA,897.67,Visita cardiologica con ECG,16,8,2024
000256,VERBANIA,897.67,Visita cardiologica con ECG,219,9,2024
000256,VERBANIA,95.41.1,Esame audiometrico tonale,35,1,2024
000256,VERBANIA,95.41.1,Esame audiometrico tonale,37,2,2024
000256,VERBANIA,95.41.1,Esame audiometrico tonale,37,3,2024
000256,VERBANIA,95.41.1,Esame audiometrico tonale,36,4,2024
000256,VERBANIA,95.41.1,Esame audiometrico tonale,43,5,2024
000256,VERBANIA,95.41.1,Esame audiometrico tonale,36,6,2024
000256,VERBANIA,95.41.1,Esame audiometrico tonale,29,7,2024
000256,VERBANIA,95.41.1,Esame audiometrico tonale,9,8,2024
000256,VERBANIA,95.41.1,Esame audiometrico tonale,23,9,2024
000256,VERBANIA,9502.0,Visita oculistica,163,1,2024
000256,VERBANIA,9502.0,Visita oculistica,22,2,2024
000256,VERBANIA,9502.0,Visita oculistica,22,3,2024
000256,VERBANIA,9502.0,Visita oculistica,339,4,2024
000256,VERBANIA,9502.0,Visita oculistica,367,5,2024
000256,VERBANIA,9502.0,Visita oculistica,248,6,2024
000256,VERBANIA,9502.0,Visita oculistica,332,7,2024
000256,VERBANIA,9502.0,Visita oculistica,8,8,2024
000256,VERBANIA,9502.0,Visita oculistica,15,9,2024
000258,DOMODOSSOLA,45.13,Esofagogastroduodenoscopia (EGD),238,1,2024
000258,DOMODOSSOLA,45.13,Esofagogastroduodenoscopia (EGD),256,2,2024
000258,DOMODOSSOLA,45.13,Esofagogastroduodenoscopia (EGD),266,3,2024
000258,DOMODOSSOLA,45.13,Esofagogastroduodenoscopia (EGD),284,4,2024
000258,DOMODOSSOLA,45.13,Esofagogastroduodenoscopia (EGD),284,5,2024
000258,DOMODOSSOLA,45.13,Esofagogastroduodenoscopia (EGD),297,6,2024
000258,DOMODOSSOLA,45.13,Esofagogastroduodenoscopia (EGD),305,7,2024
000258,DOMODOSSOLA,45.13,Esofagogastroduodenoscopia (EGD),302,8,2024
000258,DOMODOSSOLA,45.13,Esofagogastroduodenoscopia (EGD),337,9,2024
000258,DOMODOSSOLA,45.23,Colonscopia con endoscopio flessibile,402,1,2024
000258,DOMODOSSOLA,45.23,Colonscopia con endoscopio flessibile,403,2,2024
000258,DOMODOSSOLA,45.23,Colonscopia con endoscopio flessibile,405,3,2024
000258,DOMODOSSOLA,45.23,Colonscopia con endoscopio flessibile,452,4,2024
000258,DOMODOSSOLA,45.23,Colonscopia con endoscopio flessibile,469,5,2024
000258,DOMODOSSOLA,45.23,Colonscopia con endoscopio flessibile,486,6,2024
000258,DOMODOSSOLA,45.23,Colonscopia con endoscopio flessibile,514,7,2024
000258,DOMODOSSOLA,45.23,Colonscopia con endoscopio flessibile,347,8,2024
000258,DOMODOSSOLA,45.23,Colonscopia con endoscopio flessibile,487,9,2024
000258,DOMODOSSOLA,45.24,Sigmoidoscopia con endoscopio flessibile,37,1,2024
000258,DOMODOSSOLA,45.24,Sigmoidoscopia con endoscopio flessibile,31,2,2024
000258,DOMODOSSOLA,45.24,Sigmoidoscopia con endoscopio flessibile,44,3,2024
000258,DOMODOSSOLA,45.24,Sigmoidoscopia con endoscopio flessibile,59,4,2024
000258,DOMODOSSOLA,45.24,Sigmoidoscopia con endoscopio flessibile,87,5,2024
000258,DOMODOSSOLA,45.24,Sigmoidoscopia con endoscopio flessibile,129,6,2024
000258,DOMODOSSOLA,45.24,Sigmoidoscopia con endoscopio flessibile,108,7,2024
000258,DOMODOSSOLA,45.24,Sigmoidoscopia con endoscopio flessibile,108,8,2024
000258,DOMODOSSOLA,45.24,Sigmoidoscopia con endoscopio flessibile,500,9,2024
000258,DOMODOSSOLA,45.42,Polipectomia endoscopica intestino crasso,402,1,2024
000258,DOMODOSSOLA,45.42,Polipectomia endoscopica intestino crasso,403,2,2024
000258,DOMODOSSOLA,45.42,Polipectomia endoscopica intestino crasso,405,3,2024
000258,DOMODOSSOLA,45.42,Polipectomia endoscopica intestino crasso,452,4,2024
000258,DOMODOSSOLA,45.42,Polipectomia endoscopica intestino crasso,469,5,2024
000258,DOMODOSSOLA,45.42,Polipectomia endoscopica intestino crasso,486,6,2024
000258,DOMODOSSOLA,45.42,Polipectomia endoscopica intestino crasso,514,7,2024
000258,DOMODOSSOLA,45.42,Polipectomia endoscopica intestino crasso,487,8,2024
000258,DOMODOSSOLA,45.42,Polipectomia endoscopica intestino crasso,487,9,2024
000258,DOMODOSSOLA,87.37.1,Mammografia bilaterale, in 2 proiezioni,51,1,2024
000258,DOMODOSSOLA,87.37.1,Mammografia bilaterale, in 2 proiezioni,87,2,2024
000258,DOMODOSSOLA,87.37.1,Mammografia bilaterale, in 2 proiezioni,86,3,2024
000258,DOMODOSSOLA,87.37.1,Mammografia bilaterale, in 2 proiezioni,80,4,2024
000258,DOMODOSSOLA,87.37.1,Mammografia bilaterale, in 2 proiezioni,129,5,2024
000258,DOMODOSSOLA,87.37.1,Mammografia bilaterale, in 2 proiezioni,122,6,2024
000258,DOMODOSSOLA,87.37.1,Mammografia bilaterale, in 2 proiezioni,115,7,2024
000258,DOMODOSSOLA,87.37.1,Mammografia bilaterale, in 2 proiezioni,115,8,2024
000258,DOMODOSSOLA,87.37.2,Mammografia monolaterale, in 2 proiezioni,51,1,2024
000258,DOMODOSSOLA,87.37.2,Mammografia monolaterale, in 2 proiezioni,87,2,2024
000258,DOMODOSSOLA,87.37.2,Mammografia monolaterale, in 2 proiezioni,86,3,2024
000258,DOMODOSSOLA,87.37.2,Mammografia monolaterale, in 2 proiezioni,80,4,2024
000258,DOMODOSSOLA,87.37.2,Mammografia monolaterale, in 2 proiezioni,129,5,2024
000258,DOMODOSSOLA,87.37.2,Mammografia monolaterale, in 2 proiezioni,122,6,2024
000258,DOMODOSSOLA,87.37.2,Mammografia monolaterale, in 2 proiezioni,115,7,2024
000258,DOMODOSSOLA,87.37.2,Mammografia monolaterale, in 2 proiezioni,115,8,2024
000258,DOMODOSSOLA,87.41.1,Tac del torace, senza e con contrasto,87,1,2024
000258,DOMODOSSOLA,87.41.1,Tac del torace, senza e con contrasto,203,2,2024
000258,DOMODOSSOLA,87.41.1,Tac del torace, senza e con contrasto,206,3,2024
000258,DOMODOSSOLA,87.41.1,Tac del torace, senza e con contrasto,200,4,2024
000258,DOMODOSSOLA,87.41.1,Tac del torace, senza e con contrasto,213,5,2024
000258,DOMODOSSOLA,87.41.1,Tac del torace, senza e con contrasto,226,6,2024
000258,DOMODOSSOLA,87.41.1,Tac del torace, senza e con contrasto,224,7,2024
000258,DOMODOSSOLA,87.41.1,Tac del torace, senza e con contrasto,219,8,2024
000258,DOMODOSSOLA,87.41.1,Tac del torace, senza e con contrasto,210,9,2024
000258,DOMODOSSOLA,8703.0,Tac della sella turcica e orbite,87,1,2024
000258,DOMODOSSOLA,8703.0,Tac della sella turcica e orbite,161,2,2024
000258,DOMODOSSOLA,8703.0,Tac della sella turcica e orbite,16,3,2024
000258,DOMODOSSOLA,8703.0,Tac della sella turcica e orbite,123,4,2024
000258,DOMODOSSOLA,8703.0,Tac della sella turcica e orbite,71,5,2024
000258,DOMODOSSOLA,8703.0,Tac della sella turcica e orbite,158,6,2024
000258,DOMODOSSOLA,8703.0,Tac della sella turcica e orbite,190,7,2024
000258,DOMODOSSOLA,8703.0,Tac della sella turcica e orbite,154,8,2024
000258,DOMODOSSOLA,8703.0,Tac della sella turcica e orbite,154,9,2024
000258,DOMODOSSOLA,8703.1,Tac del cranio,87,1,2024
000258,DOMODOSSOLA,8703.1,Tac del cranio,161,2,2024
000258,DOMODOSSOLA,8703.1,Tac del cranio,16,3,2024
000258,DOMODOSSOLA,8703.1,Tac del cranio,123,4,2024
000258,DOMODOSSOLA,8703.1,Tac del cranio,71,5,2024
000258,DOMODOSSOLA,8703.1,Tac del cranio,158,6,2024
000258,DOMODOSSOLA,8703.1,Tac del cranio,190,7,2024
000258,DOMODOSSOLA,8703.1,Tac del cranio,15,8,2024
000258,DOMODOSSOLA,8703.1,Tac del cranio,154,9,2024
000258,DOMODOSSOLA,87031.0,Tac della sella turcica e orbite, senza e con contrasto,87,1,2024
000258,DOMODOSSOLA,87031.0,Tac della sella turcica e orbite, senza e con contrasto,203,2,2024
000258,DOMODOSSOLA,87031.0,Tac della sella turcica e orbite, senza e con contrasto,16,3,2024
000258,DOMODOSSOLA,87031.0,Tac della sella turcica e orbite, senza e con contrasto,200,4,2024
000258,DOMODOSSOLA,87031.0,Tac della sella turcica e orbite, senza e con contrasto,213,5,2024
000258,DOMODOSSOLA,87031.0,Tac della sella turcica e orbite, senza e con contrasto,226,6,2024
000258,DOMODOSSOLA,87031.0,Tac della sella turcica e orbite, senza e con contrasto,224,7,2024
000258,DOMODOSSOLA,87031.0,Tac della sella turcica e orbite, senza e con contrasto,210,8,2024
000258,DOMODOSSOLA,87031.0,Tac della sella turcica e orbite, senza e con contrasto,210,9,2024
000258,DOMODOSSOLA,87031.1,Tac del cranio, senza e con contrasto,87,1,2024
000258,DOMODOSSOLA,87031.1,Tac del cranio, senza e con contrasto,203,2,2024
000258,DOMODOSSOLA,87031.1,Tac del cranio, senza e con contrasto,16,3,2024
000258,DOMODOSSOLA,87031.1,Tac del cranio, senza e con contrasto,200,4,2024
000258,DOMODOSSOLA,87031.1,Tac del cranio, senza e con contrasto,213,5,2024
000258,DOMODOSSOLA,87031.1,Tac del cranio, senza e con contrasto,226,6,2024
000258,DOMODOSSOLA,87031.1,Tac del cranio, senza e con contrasto,224,7,2024
000258,DOMODOSSOLA,87031.1,Tac del cranio, senza e con contrasto,219,8,2024
000258,DOMODOSSOLA,87031.1,Tac del cranio, senza e con contrasto,210,9,2024
000258,DOMODOSSOLA,8741.0,Tac del torace,87,1,2024
000258,DOMODOSSOLA,8741.0,Tac del torace,161,2,2024
000258,DOMODOSSOLA,8741.0,Tac del torace,16,3,2024
000258,DOMODOSSOLA,8741.0,Tac del torace,123,4,2024
000258,DOMODOSSOLA,8741.0,Tac del torace,71,5,2024
000258,DOMODOSSOLA,8741.0,Tac del torace,158,6,2024
000258,DOMODOSSOLA,8741.0,Tac del torace,190,7,2024
000258,DOMODOSSOLA,8741.0,Tac del torace,15,8,2024
000258,DOMODOSSOLA,8741.0,Tac del torace,154,9,2024
000258,DOMODOSSOLA,8741.1,Tac del torace ad alta risoluzione,87,1,2024
000258,DOMODOSSOLA,8741.1,Tac del torace ad alta risoluzione,161,2,2024
000258,DOMODOSSOLA,8741.1,Tac del torace ad alta risoluzione,16,3,2024
000258,DOMODOSSOLA,8741.1,Tac del torace ad alta risoluzione,123,4,2024
000258,DOMODOSSOLA,8741.1,Tac del torace ad alta risoluzione,71,5,2024
000258,DOMODOSSOLA,8741.1,Tac del torace ad alta risoluzione,158,6,2024
000258,DOMODOSSOLA,8741.1,Tac del torace ad alta risoluzione,190,7,2024
000258,DOMODOSSOLA,8741.1,Tac del torace ad alta risoluzione,15,8,2024
000258,DOMODOSSOLA,8741.1,Tac del torace ad alta risoluzione,154,9,2024
000258,DOMODOSSOLA,88.01.1,Tac dell'addome superiore,123,4,2024
000258,DOMODOSSOLA,88.01.1,Tac dell'addome superiore,71,5,2024
000258,DOMODOSSOLA,88.01.1,Tac dell'addome superiore,158,6,2024
000258,DOMODOSSOLA,88.01.1,Tac dell'addome superiore,190,7,2024
000258,DOMODOSSOLA,88.01.1,Tac dell'addome superiore,15,8,2024
000258,DOMODOSSOLA,88.01.1,Tac dell'addome superiore,154,9,2024
000258,DOMODOSSOLA,88.01.2,Tac dell'addome superiore, senza e con contrasto,87,1,2024
000258,DOMODOSSOLA,88.01.2,Tac dell'addome superiore, senza e con contrasto,203,2,2024
000258,DOMODOSSOLA,88.01.2,Tac dell'addome superiore, senza e con contrasto,206,3,2024
000258,DOMODOSSOLA,88.01.2,Tac dell'addome superiore, senza e con contrasto,200,4,2024
000258,DOMODOSSOLA,88.01.2,Tac dell'addome superiore, senza e con contrasto,213,5,2024
000258,DOMODOSSOLA,88.01.2,Tac dell'addome superiore, senza e con contrasto,226,6,2024
000258,DOMODOSSOLA,88.01.2,Tac dell'addome superiore, senza e con contrasto,224,7,2024
000258,DOMODOSSOLA,88.01.2,Tac dell'addome superiore, senza e con contrasto,219,8,2024
000258,DOMODOSSOLA,88.01.2,Tac dell'addome superiore, senza e con contrasto,210,9,2024
000258,DOMODOSSOLA,88.01.3,Tac dell'addome inferiore,87,1,2024
000258,DOMODOSSOLA,88.01.3,Tac dell'addome inferiore,203,2,2024
000258,DOMODOSSOLA,88.01.3,Tac dell'addome inferiore,206,3,2024
000258,DOMODOSSOLA,88.01.3,Tac dell'addome inferiore,200,4,2024
000258,DOMODOSSOLA,88.01.3,Tac dell'addome inferiore,213,5,2024
000258,DOMODOSSOLA,88.01.3,Tac dell'addome inferiore,226,6,2024
000258,DOMODOSSOLA,88.01.3,Tac dell'addome inferiore,224,7,2024
000258,DOMODOSSOLA,88.01.3,Tac dell'addome inferiore,219,8,2024
000258,DOMODOSSOLA,88.01.3,Tac dell'addome inferiore,210,9,2024
000258,DOMODOSSOLA,88.01.4,Tac dell'addome inferiore, senza e con contrasto,87,1,2024
000258,DOMODOSSOLA,88.01.4,Tac dell'addome inferiore, senza e con contrasto,203,2,2024
000258,DOMODOSSOLA,88.01.4,Tac dell'addome inferiore, senza e con contrasto,206,3,2024
000258,DOMODOSSOLA,88.01.4,Tac dell'addome inferiore, senza e con contrasto,200,4,2024
000258,DOMODOSSOLA,88.01.4,Tac dell'addome inferiore, senza e con contrasto,213,5,2024
000258,DOMODOSSOLA,88.01.4,Tac dell'addome inferiore, senza e con contrasto,226,6,2024
000258,DOMODOSSOLA,88.01.4,Tac dell'addome inferiore, senza e con contrasto,224,7,2024
000258,DOMODOSSOLA,88.01.4,Tac dell'addome inferiore, senza e con contrasto,219,8,2024
000258,DOMODOSSOLA,88.01.4,Tac dell'addome inferiore, senza e con contrasto,210,9,2024
000258,DOMODOSSOLA,88.01.5,Tac dell'addome completo,87,1,2024
000258,DOMODOSSOLA,88.01.5,Tac dell'addome completo,203,2,2024
000258,DOMODOSSOLA,88.01.5,Tac dell'addome completo,206,3,2024
