"ASL","ANNO","SETTIMANA_INDICE","ID_PRESTAZIONE","DESC_PRESTAZIONE","COD_PRESTAZIONE","PRENOTAZIONI","PRENOTAZIONI_DAGARANTIRE","PRENOTAZIONI_DAGARANTIRE_B","PRENOTAZIONI_DAGARANTIRE_B_TMAX","PRENOTAZIONI_DAGARANTIRE_D","PRENOTAZIONI_DAGARANTIRE_D_TMAX","PRENOTAZIONI_DAGARANTIRE_P","PRENOTAZIONI_DAGARANTIRE_P_TMAX"
"160106","2023","09-13 GENNAIO 2023",55,"Esofagogastroduodenoscopia con biopsia in sede unica","45.16",27,26,9,3,4,3,13,2
"160106","2023","09-13 GENNAIO 2023",56,"Elettrocardiogramma","89.52",439,409,73,39,63,39,273,134
"160106","2023","09-13 GENNAIO 2023",57,"Elettrocardiogramma dinamico (Holter)","89.50",149,143,20,20,31,25,92,91
"160106","2023","09-13 GENNAIO 2023",58,"Test cardiovascolare da sforzo con cicloergometro o con pedana mobile","89.41 - 89.43",44,43,7,7,19,12,17,14
"160106","2023","09-13 GENNAIO 2023",59,"Altri test cardiovascolari da sforzo","89.44",,,,,,,,
"160106","2023","09-13 GENNAIO 2023",60,"Esame audiometrico tonale","95.41.1",117,108,8,8,23,20,77,77
"160106","2023","09-13 GENNAIO 2023",61,"Spirometria semplice","89.37.1",125,108,12,4,16,6,80,79
"160106","2023","09-13 GENNAIO 2023",62,"Spirometria globale","89.37.2",10,10,,,2,1,8,8
"160106","2023","09-13 GENNAIO 2023",63,"Fotografia del fundus","95.11",1,1,,,1,1,,
"160106","2023","09-13 GENNAIO 2023",64,"ELETTROMIOGRAFIA SEMPLICE [EMG] PER ARTO SUPERIORE. Analisi qualitativa fino a 6 muscoli. Non associabile a 93.09.1 e 93.09.2","93.08.1",117,111,14,2,20,8,77,52
"160106","2023","09-13 GENNAIO 2023",65,"ELETTROMIOGRAFIA SEMPLICE [EMG] PER ARTO INFERIORE fino a 4 muscoli. Analisi qualitativa. Non associabile a 93.09.1 e 93.09.2","93.08.1",77,72,18,2,15,6,39,23
"160106","2023","09-13 GENNAIO 2023","66 - 67","ELETTROMIOGRAFIA SEMPLICE [EMG] DEL CAPO fino a 4 muscoli. Analisi qualitativa. Escluso: EMG dell'occhio (95.25) e POLISONNOGRAFIA (89.17)","93.08.1",6,5,,,1,1,4,3
"160106","2023","09-13 GENNAIO 2023",,"ELETTROMIOGRAFIA SEMPLICE [EMG] DEL TRONCO. Analisi qualitativa. Fino a 4 muscoli",,,,,,,,,
"160106","2023","09-13 GENNAIO 2023",68,"VALUTAZIONE EMG DINAMICA DEL CAMMINO. Valutazione EMG di superficie o con elettrodi a filo (4 muscoli), associato ad esame basografico per la definizione delle fasi del passo. Non associabile a ANALISI DELLA CINEMATICA E DELLA DINAMICA DEL PASSO (93.05.7)","93.08.1",,,,,,,,
"160106","2023","09-13 GENNAIO 2023",69,"EMG DINAMICA DELL'ARTO SUPERIORE. Valutazione EMG di superficie o con elettrodi a filo (4 muscoli)","93.08.1",,,,,,,,
"160115","2023","09-13 GENNAIO 2023",1,"Prima Visita cardiologica","89.7",572,318,42,30,23,18,253,248
"160115","2023","09-13 GENNAIO 2023",2,"Prima Visita chirurgia vascolare","89.7",64,43,7,7,2,2,34,34
"160115","2023","09-13 GENNAIO 2023",3,"Prima Visita endocrinologica","89.7",380,212,27,26,17,17,168,168
"160115","2023","09-13 GENNAIO 2023",4,"Prima Visita neurologica","89.13",298,219,31,22,15,15,173,169
"160115","2023","09-13 GENNAIO 2023",5,"Prima Visita oculistica","95.02",818,456,25,23,13,13,418,418
"160115","2023","09-13 GENNAIO 2023",6,"Prima Visita ortopedica","89.7",464,358,33,29,20,20,305,305
"160115","2023","09-13 GENNAIO 2023",7,"Prima Visita ginecologica","89.26",225,196,15,12,11,11,170,170
"160115","2023","09-13 GENNAIO 2023",8,"Prima Visita otorinolaringoiatrica","89.7",515,421,32,32,28,28,361,361
"160115","2023","09-13 GENNAIO 2023",9,"Prima Visita urologica","89.7",340,246,23,21,25,21,198,185
"160115","2023","09-13 GENNAIO 2023",10,"Prima Visita dermatologica","89.7",447,329,43,42,27,26,259,259
"160115","2023","09-13 GENNAIO 2023",11,"Prima Visita fisiatrica","89.7",383,333,27,20,15,13,291,291
"160115","2023","09-13 GENNAIO 2023",12,"Prima Visita gastroenterologica","89.7",152,121,17,14,8,5,96,95
"160115","2023","09-13 GENNAIO 2023",13,"Prima Visita oncologica","89.7",53,49,9,9,2,2,38,38
"160115","2023","09-13 GENNAIO 2023",14,"Prima Visita pneumologica","89.7",211,125,21,21,23,23,81,81
"160115","2023","09-13 GENNAIO 2023",15,"Mammografia bilaterale","87.37.1",355,244,12,11,20,20,212,196
"160115","2023","09-13 GENNAIO 2023",16,"Mammografia monolaterale","87.37.2",4,4,,,,,4,4
"160115","2023","09-13 GENNAIO 2023",17,"TC del Torace","87.41",106,71,14,13,6,6,51,51
"160115","2023","09-13 GENNAIO 2023",18,"TC del Torace senza e con MDC","87.41.1",181,121,27,19,8,2,86,85
"160115","2023","09-13 GENNAIO 2023",19,"TC dell’addome superiore","88.01.1",6,4,,,,,4,4
"160115","2023","09-13 GENNAIO 2023",20,"TC dell’addome superiore senza e con MDC","88.01.2",12,7,,,3,3,4,4
"160115","2023","09-13 GENNAIO 2023",21,"TC dell’addome inferiore","88.01.3",8,6,,,2,2,4,4
"160115","2023","09-13 GENNAIO 2023",22,"TC dell’addome inferiore senza e con MDC","88.01.4",6,2,,,,,2,2
"160115","2023","09-13 GENNAIO 2023",23,"TC dell’addome completo","88.01.5",21,15,,,1,1,14,14
"160115","2023","09-13 GENNAIO 2023",24,"TC dell’addome completo senza e con MDC","88.01.6",187,128,31,20,8,3,89,88
"160115","2023","09-13 GENNAIO 2023",25,"TC Cranio - encefalo","87.03",66,51,5,3,1,1,45,45
"160115","2023","09-13 GENNAIO 2023",26,"TC Cranio - encefalo senza e con MDC","87.03.1",102,77,20,13,8,3,49,49
"160115","2023","09-13 GENNAIO 2023",27,"TC del rachide e dello speco vertebrale cervicale","88.38.1",11,8,2,,2,2,4,4
"160115","2023","09-13 GENNAIO 2023",28,"TC del rachide e dello speco vertebrale toracico","88.38.1",1,1,,,,,1,1
"160115","2023","09-13 GENNAIO 2023",29,"TC del rachide e dello speco vertebrale lombosacrale","88.38.1",17,13,3,3,3,3,7,7
"160115","2023","09-13 GENNAIO 2023",30,"TC del rachide e dello speco vertebrale cervicale senza e con MDC","88.38.2",2,2,,,1,1,1,1
"160115","2023","09-13 GENNAIO 2023",31,"TC del rachide e dello speco vertebrale toracico senza e con MDC","88.38.2",1,1,,,,,1,1
"160115","2023","09-13 GENNAIO 2023",32,"TC del rachide e dello speco vertebrale lombosacrale senza e con MDC","88.38.2",2,1,,,,,1,1
"160115","2023","09-13 GENNAIO 2023",33,"TC di Bacino e articolazioni sacroiliache","88.38.5",,,,,,,,
"160115","2023","09-13 GENNAIO 2023",34,"RM di encefalo e tronco encefalico, giunzione cranio spinale e relativo distretto vascolare","88.91.1",89,47,12,7,3,1,32,22
"160115","2023","09-13 GENNAIO 2023",35,"RM di encefalo e tronco encefalico, giunzione cranio spinale e relativo distretto vascolare senza e con MDC","88.91.2",72,40,7,3,8,2,25,12
"160115","2023","09-13 GENNAIO 2023",36,"RM di addome inferiore e scavo pelvico","88.95.4",14,12,1,,1,,10,9
"160115","2023","09-13 GENNAIO 2023",37,"RM di addome inferiore e scavo pelvico senza e con MDC","88.95.5",18,13,5,3,2,1,6,1
"160115","2023","09-13 GENNAIO 2023",38,"RM della colonna in toto","88.93",25,14,4,4,,,10,10
"160115","2023","09-13 GENNAIO 2023",39,"RM della colonna in toto senza e con MDC","88.93.1",2,,,,,,,
"160115","2023","09-13 GENNAIO 2023",40,"Diagnostica ecografica del capo e del collo","88.71.4",362,182,9,6,50,46,123,107
"160115","2023","09-13 GENNAIO 2023",41,"Eco (color) dopplergrafia cardiaca","88.72.3",187,128,9,6,7,5,112,111
"160115","2023","09-13 GENNAIO 2023",42,"Eco (color) dopplergrafia dei tronchi sovra aortici","88.73.5",296,158,9,9,16,14,133,133
"160115","2023","09-13 GENNAIO 2023",43,"Ecografia dell’addome superiore","88.74.1",304,224,10,8,61,61,153,152
"160115","2023","09-13 GENNAIO 2023",44,"Ecografia dell’addome inferiore","88.75.1",145,120,3,3,37,33,80,78
"160115","2023","09-13 GENNAIO 2023",45,"Ecografia dell’addome completo","88.76.1",549,348,37,31,67,63,244,238
"160115","2023","09-13 GENNAIO 2023",46,"Ecografia bilaterale della mammella","88.73.1",429,308,17,16,71,65,220,204
"160115","2023","09-13 GENNAIO 2023",47,"Ecografia monolaterale della mammella","88.73.2",3,3,,,1,1,2,2
"160115","2023","09-13 GENNAIO 2023",48,"Ecografia ostetrica","88.78",81,80,3,3,4,4,73,73
"160115","2023","09-13 GENNAIO 2023",49,"Ecografia ginecologica","88.78.2",34,28,4,4,3,3,21,21
"160115","2023","09-13 GENNAIO 2023",50,"Ecocolor doppler degli arti inferiori arterioso e/o venoso","88.77.2",240,155,19,11,21,11,115,115
"160115","2023","09-13 GENNAIO 2023",51,"Colonscopia totale con endoscopio flessibile","45.23",77,29,5,3,8,8,16,15
"160115","2023","09-13 GENNAIO 2023",52,"Polipectomia dell’intestino crasso in corso di endoscopia sede unica","45.42",5,5,2,2,,,3,3
"160115","2023","09-13 GENNAIO 2023",53,"Rettosigmoidoscopia con endoscopio flessibile","45.24",3,2,2,2,,,,
"160115","2023","09-13 GENNAIO 2023",54,"Esofagogastroduodenoscopia","45.13",84,53,7,4,8,6,38,36
"160115","2023","09-13 GENNAIO 2023",55,"Esofagogastroduodenoscopia con biopsia in sede unica","45.16",42,29,2,2,4,4,23,23
"160115","2023","09-13 GENNAIO 2023",56,"Elettrocardiogramma","89.52",770,454,45,34,30,26,379,375
"160115","2023","09-13 GENNAIO 2023",57,"Elettrocardiogramma dinamico (Holter)","89.50",138,99,17,13,13,13,69,69
"160115","2023","09-13 GENNAIO 2023",58,"Test cardiovascolare da sforzo con cicloergometro o con pedana mobile","89.41 - 89.43",101,70,7,3,2,2,61,61
"160115","2023","09-13 GENNAIO 2023",59,"Altri test cardiovascolari da sforzo","89.44",,,,,,,,
"160115","2023","09-13 GENNAIO 2023",60,"Esame audiometrico tonale","95.41.1",214,175,10,10,13,13,152,152
"160115","2023","09-13 GENNAIO 2023",61,"Spirometria semplice","89.37.1",96,55,8,7,11,11,36,36
"160115","2023","09-13 GENNAIO 2023",62,"Spirometria globale","89.37.2",62,43,2,2,1,1,40,40
"160115","2023","09-13 GENNAIO 2023",63,"Fotografia del fundus","95.11",,,,,,,,
"160115","2023","09-13 GENNAIO 2023",64,"ELETTROMIOGRAFIA SEMPLICE [EMG] PER ARTO SUPERIORE. Analisi qualitativa fino a 6 muscoli. Non associabile a 93.09.1 e 93.09.2","93.08.1",70,36,4,2,2,,30,14
"160115","2023","09-13 GENNAIO 2023",65,"ELETTROMIOGRAFIA SEMPLICE [EMG] PER ARTO INFERIORE fino a 4 muscoli. Analisi qualitativa. Non associabile a 93.09.1 e 93.09.2","93.08.1",37,28,4,2,10,2,14,8
"160115","2023","09-13 GENNAIO 2023","66 - 67","ELETTROMIOGRAFIA SEMPLICE [EMG] DEL CAPO fino a 4 muscoli. Analisi qualitativa. Escluso: EMG dell'occhio (95.25) e POLISONNOGRAFIA (89.17)","93.08.1",18,16,2,2,2,,12,2
"160115","2023","09-13 GENNAIO 2023",,"ELETTROMIOGRAFIA SEMPLICE [EMG] DEL TRONCO. Analisi qualitativa. Fino a 4 muscoli",,,,,,,,,
"160115","2023","09-13 GENNAIO 2023",68,"VALUTAZIONE EMG DINAMICA DEL CAMMINO. Valutazione EMG di superficie o con elettrodi a filo (4 muscoli), associato ad esame basografico per la definizione delle fasi del passo. Non associabile a ANALISI DELLA CINEMATICA E DELLA DINAMICA DEL PASSO (93.05.7)","93.08.1",,,,,,,,
"160115","2023","09-13 GENNAIO 2023",69,"EMG DINAMICA DELL'ARTO SUPERIORE. Valutazione EMG di superficie o con elettrodi a filo (4 muscoli)","93.08.1",,,,,,,,
"160116","2023","09-13 GENNAIO 2023",1,"Prima Visita cardiologica","89.7",496,449,41,40,58,12,350,185
"160116","2023","09-13 GENNAIO 2023",2,"Prima Visita chirurgia vascolare","89.7",19,14,1,1,,,13,13
"160116","2023","09-13 GENNAIO 2023",3,"Prima Visita endocrinologica","89.7",189,186,28,26,36,2,122,60
"160116","2023","09-13 GENNAIO 2023",4,"Prima Visita neurologica","89.13",264,261,15,13,28,7,218,178
"160116","2023","09-13 GENNAIO 2023",5,"Prima Visita oculistica","95.02",357,351,22,19,16,5,313,65
"160116","2023","09-13 GENNAIO 2023",6,"Prima Visita ortopedica","89.7",326,319,30,27,33,18,256,98
"160116","2023","09-13 GENNAIO 2023",7,"Prima Visita ginecologica","89.26",202,196,5,5,21,13,170,95
"160116","2023","09-13 GENNAIO 2023",8,"Prima Visita otorinolaringoiatrica","89.7",400,399,33,32,48,9,318,101
"160116","2023","09-13 GENNAIO 2023",9,"Prima Visita urologica","89.7",220,202,8,8,10,8,184,96
"160116","2023","09-13 GENNAIO 2023",10,"Prima Visita dermatologica","89.7",496,495,35,34,49,14,411,374
"160116","2023","09-13 GENNAIO 2023",11,"Prima Visita fisiatrica","89.7",424,424,12,12,34,26,378,366
"160116","2023","09-13 GENNAIO 2023",12,"Prima Visita gastroenterologica","89.7",103,103,12,12,14,5,77,73
"160116","2023","09-13 GENNAIO 2023",13,"Prima Visita oncologica","89.7",51,45,2,1,1,1,42,42
"160116","2023","09-13 GENNAIO 2023",14,"Prima Visita pneumologica","89.7",243,238,21,21,24,4,193,161
"160116","2023","09-13 GENNAIO 2023",15,"Mammografia bilaterale","87.37.1",178,176,16,16,,,160,107
"160116","2023","09-13 GENNAIO 2023",16,"Mammografia monolaterale","87.37.2",5,5,,,,,5,1
"160116","2023","09-13 GENNAIO 2023",17,"TC del Torace","87.41",161,158,9,9,19,19,130,114
"160116","2023","09-13 GENNAIO 2023",18,"TC del Torace senza e con MDC","87.41.1",162,156,12,10,19,19,125,108
"160116","2023","09-13 GENNAIO 2023",19,"TC dell’addome superiore","88.01.1",2,2,,,,,2,1
"160116","2023","09-13 GENNAIO 2023",20,"TC dell’addome superiore senza e con MDC","88.01.2",,,,,,,,
"160116","2023","09-13 GENNAIO 2023",21,"TC dell’addome inferiore","88.01.3",1,1,,,,,1,1
"160116","2023","09-13 GENNAIO 2023",22,"TC dell’addome inferiore senza e con MDC","88.01.4",2,2,,,,,2,2
"160116","2023","09-13 GENNAIO 2023",23,"TC dell’addome completo","88.01.5",38,37,2,2,1,1,34,32
"160116","2023","09-13 GENNAIO 2023",24,"TC dell’addome completo senza e con MDC","88.01.6",204,197,16,14,23,23,158,139
"160116","2023","09-13 GENNAIO 2023",25,"TC Cranio - encefalo","87.03",117,115,9,9,11,11,95,94
"160116","2023","09-13 GENNAIO 2023",26,"TC Cranio - encefalo senza e con MDC","87.03.1",49,46,2,1,4,4,40,38
"160116","2023","09-13 GENNAIO 2023",27,"TC del rachide e dello speco vertebrale cervicale","88.38.1",2,2,,,,,2,2
"160116","2023","09-13 GENNAIO 2023",28,"TC del rachide e dello speco vertebrale toracico","88.38.1",2,2,,,,,2,2
"160116","2023","09-13 GENNAIO 2023",29,"TC del rachide e dello speco vertebrale lombosacrale","88.38.1",19,19,,,1,1,18,18
"160116","2023","09-13 GENNAIO 2023",30,"TC del rachide e dello speco vertebrale cervicale senza e con MDC","88.38.2",,,,,,,,
"160116","2023","09-13 GENNAIO 2023",31,"TC del rachide e dello speco vertebrale toracico senza e con MDC","88.38.2",,,,,,,,
"160116","2023","09-13 GENNAIO 2023",32,"TC del rachide e dello speco vertebrale lombosacrale senza e con MDC","88.38.2",,,,,,,,
"160116","2023","09-13 GENNAIO 2023",33,"TC di Bacino e articolazioni sacroiliache","88.38.5",6,6,2,2,,,4,4
"160116","2023","09-13 GENNAIO 2023",34,"RM di encefalo e tronco encefalico, giunzione cranio spinale e relativo distretto vascolare","88.91.1",17,17,8,8,1,1,8,7
"160116","2023","09-13 GENNAIO 2023",35,"RM di encefalo e tronco encefalico, giunzione cranio spinale e relativo distretto vascolare senza e con MDC","88.91.2",36,34,16,16,9,9,9,9
"160116","2023","09-13 GENNAIO 2023",36,"RM di addome inferiore e scavo pelvico","88.95.4",10,10,2,2,,,8,2
"160116","2023","09-13 GENNAIO 2023",37,"RM di addome inferiore e scavo pelvico senza e con MDC","88.95.5",65,62,15,14,7,7,40,18
"160116","2023","09-13 GENNAIO 2023",38,"RM della colonna in toto","88.93",2,2,2,2,,,,
"160116","2023","09-13 GENNAIO 2023",39,"RM della colonna in toto senza e con MDC","88.93.1",1,1,,,,,1,1
"160116","2023","09-13 GENNAIO 2023",40,"Diagnostica ecografica del capo e del collo","88.71.4",346,344,7,6,29,29,308,232
"160116","2023","09-13 GENNAIO 2023",41,"Eco (color) dopplergrafia cardiaca","88.72.3",96,55,,,6,6,49,45
"160116","2023","09-13 GENNAIO 2023",42,"Eco (color) dopplergrafia dei tronchi sovra aortici","88.73.5",165,162,4,4,19,19,139,119
"160116","2023","09-13 GENNAIO 2023",43,"Ecografia dell’addome superiore","88.74.1",103,102,3,3,13,13,86,69
"160116","2023","09-13 GENNAIO 2023",44,"Ecografia dell’addome inferiore","88.75.1",77,77,3,3,5,5,69,62
"160116","2023","09-13 GENNAIO 2023",45,"Ecografia dell’addome completo","88.76.1",744,742,20,19,77,77,645,538
"160116","2023","09-13 GENNAIO 2023",46,"Ecografia bilaterale della mammella","88.73.1",212,212,17,17,,,195,125
"160116","2023","09-13 GENNAIO 2023",47,"Ecografia monolaterale della mammella","88.73.2",3,3,,,,,3,2
"160116","2023","09-13 GENNAIO 2023",48,"Ecografia ostetrica","88.78",83,75,2,2,1,1,72,68
"160116","2023","09-13 GENNAIO 2023",49,"Ecografia ginecologica","88.78.2",50,50,1,1,3,3,46,12
"160116","2023","09-13 GENNAIO 2023",50,"Ecocolor doppler degli arti inferiori arterioso e/o venoso","88.77.2",94,93,17,17,6,6,70,54
"160116","2023","09-13 GENNAIO 2023",51,"Colonscopia totale con endoscopio flessibile","45.23",255,212,21,20,17,16,174,45
"160116","2023","09-13 GENNAIO 2023",52,"Polipectomia dell’intestino crasso in corso di endoscopia sede unica","45.42",,,,,,,,
"160116","2023","09-13 GENNAIO 2023",53,"Rettosigmoidoscopia con endoscopio flessibile","45.24",,,,,,,,
"160116","2023","09-13 GENNAIO 2023",54,"Esofagogastroduodenoscopia","45.13",171,161,17,16,14,14,130,60
"160116","2023","09-13 GENNAIO 2023",55,"Esofagogastroduodenoscopia con biopsia in sede unica","45.16",5,5,,,,,5,3
"160116","2023","09-13 GENNAIO 2023",56,"Elettrocardiogramma","89.52",630,577,52,51,60,60,465,251
"160116","2023","09-13 GENNAIO 2023",57,"Elettrocardiogramma dinamico (Holter)","89.50",161,160,6,6,14,14,140,132
"160116","2023","09-13 GENNAIO 2023",58,"Test cardiovascolare da sforzo con cicloergometro o con pedana mobile","89.41 - 89.43",83,82,,,7,7,75,38
"160116","2023","09-13 GENNAIO 2023",59,"Altri test cardiovascolari da sforzo","89.44",,,,,,,,
"160116","2023","09-13 GENNAIO 2023",60,"Esame audiometrico tonale","95.41.1",190,189,,,3,3,186,105
"160116","2023","09-13 GENNAIO 2023",61,"Spirometria semplice","89.37.1",98,98,3,3,17,17,78,68
"160116","2023","09-13 GENNAIO 2023",62,"Spirometria globale","89.37.2",36,36,,,2,2,34,26
"160116","2023","09-13 GENNAIO 2023",63,"Fotografia del fundus","95.11",,,,,,,,
"160116","2023","09-13 GENNAIO 2023",64,"ELETTROMIOGRAFIA SEMPLICE [EMG] PER ARTO SUPERIORE. Analisi qualitativa fino a 6 muscoli. Non associabile a 93.09.1 e 93.09.2","93.08.1",16,16,,,2,2,14,9
"160116","2023","09-13 GENNAIO 2023",65,"ELETTROMIOGRAFIA SEMPLICE [EMG] PER ARTO INFERIORE fino a 4 muscoli. Analisi qualitativa. Non associabile a 93.09.1 e 93.09.2","93.08.1",15,15,,,2,2,13,13
"160116","2023","09-13 GENNAIO 2023","66 - 67","ELETTROMIOGRAFIA SEMPLICE [EMG] DEL CAPO fino a 4 muscoli. Analisi qualitativa. Escluso: EMG dell'occhio (95.25) e POLISONNOGRAFIA (89.17)","93.08.1",2,2,,,,,2,1
"160116","2023","09-13 GENNAIO 2023",,"ELETTROMIOGRAFIA SEMPLICE [EMG] DEL TRONCO. Analisi qualitativa. Fino a 4 muscoli",,,,,,,,,
"160116","2023","09-13 GENNAIO 2023",68,"VALUTAZIONE EMG DINAMICA DEL CAMMINO. Valutazione EMG di superficie o con elettrodi a filo (4 muscoli), associato ad esame basografico per la definizione delle fasi del passo. Non associabile a ANALISI DELLA CINEMATICA E DELLA DINAMICA DEL PASSO (93.05.7)","93.08.1",,,,,,,,
"160116","2023","09-13 GENNAIO 2023",69,"EMG DINAMICA DELL'ARTO SUPERIORE. Valutazione EMG di superficie o con elettrodi a filo (4 muscoli)","93.08.1",,,,,,,,
"160112","2023","09-13 GENNAIO 2023",1,"Prima Visita cardiologica","89.7",278,169,42,30,19,14,108,68
"160112","2023","09-13 GENNAIO 2023",2,"Prima Visita chirurgia vascolare","89.7",55,50,14,5,3,2,33,33
"160112","2023","09-13 GENNAIO 2023",3,"Prima Visita endocrinologica","89.7",367,240,26,6,22,5,192,141
"160112","2023","09-13 GENNAIO 2023",4,"Prima Visita neurologica","89.13",209,172,13,5,17,7,142,131
"160112","2023","09-13 GENNAIO 2023",5,"Prima Visita oculistica","95.02",354,174,8,7,17,8,149,90
"160112","2023","09-13 GENNAIO 2023",6,"Prima Visita ortopedica","89.7",381,301,20,17,22,18,259,250
"160112","2023","09-13 GENNAIO 2023",7,"Prima Visita ginecologica","89.26",164,119,5,2,9,8,105,104
"160112","2023","09-13 GENNAIO 2023",8,"Prima Visita otorinolaringoiatrica","89.7",318,218,14,5,16,5,188,160
"160112","2023","09-13 GENNAIO 2023",9,"Prima Visita urologica","89.7",145,112,10,6,6,1,96,28
"160112","2023","09-13 GENNAIO 2023",10,"Prima Visita dermatologica","89.7",347,217,16,12,13,5,188,181
"160112","2023","09-13 GENNAIO 2023",11,"Prima Visita fisiatrica","89.7",462,432,14,13,47,46,371,370
"160112","2023","09-13 GENNAIO 2023",12,"Prima Visita gastroenterologica","89.7",65,36,5,5,7,2,24,13
"160112","2023","09-13 GENNAIO 2023",13,"Prima Visita oncologica","89.7",46,44,9,8,5,5,30,30
"160112","2023","09-13 GENNAIO 2023",14,"Prima Visita pneumologica","89.7",274,215,21,11,38,4,156,136
"160112","2023","09-13 GENNAIO 2023",15,"Mammografia bilaterale","87.37.1",364,299,9,4,10,5,280,176
"160112","2023","09-13 GENNAIO 2023",16,"Mammografia monolaterale","87.37.2",8,7,,,,,7,4
"160112","2023","09-13 GENNAIO 2023",17,"TC del Torace","87.41",238,192,9,9,18,16,165,163
"160112","2023","09-13 GENNAIO 2023",18,"TC del Torace senza e con MDC","87.41.1",226,196,35,10,9,5,152,122
"160112","2023","09-13 GENNAIO 2023",19,"TC dell’addome superiore","88.01.1",2,2,,,,,2,2
"160112","2023","09-13 GENNAIO 2023",20,"TC dell’addome superiore senza e con MDC","88.01.2",7,7,2,1,,,5,5
"160112","2023","09-13 GENNAIO 2023",21,"TC dell’addome inferiore","88.01.3",2,2,1,1,,,1,1
"160112","2023","09-13 GENNAIO 2023",22,"TC dell’addome inferiore senza e con MDC","88.01.4",5,5,1,,,,4,4
"160112","2023","09-13 GENNAIO 2023",23,"TC dell’addome completo","88.01.5",23,22,6,5,2,2,14,14
"160112","2023","09-13 GENNAIO 2023",24,"TC dell’addome completo senza e con MDC","88.01.6",220,189,33,8,10,5,146,113
"160112","2023","09-13 GENNAIO 2023",25,"TC Cranio - encefalo","87.03",62,59,10,9,5,5,44,44
"160112","2023","09-13 GENNAIO 2023",26,"TC Cranio - encefalo senza e con MDC","87.03.1",103,84,7,3,7,5,70,57
"160112","2023","09-13 GENNAIO 2023",27,"TC del rachide e dello speco vertebrale cervicale","88.38.1",9,8,2,2,1,1,5,5
"160112","2023","09-13 GENNAIO 2023",28,"TC del rachide e dello speco vertebrale toracico","88.38.1",7,7,2,2,,,5,5
"160112","2023","09-13 GENNAIO 2023",29,"TC del rachide e dello speco vertebrale lombosacrale","88.38.1",14,14,5,5,,,9,9
"160112","2023","09-13 GENNAIO 2023",30,"TC del rachide e dello speco vertebrale cervicale senza e con MDC","88.38.2",,,,,,,,
"160112","2023","09-13 GENNAIO 2023",31,"TC del rachide e dello speco vertebrale toracico senza e con MDC","88.38.2",,,,,,,,
"160112","2023","09-13 GENNAIO 2023",32,"TC del rachide e dello speco vertebrale lombosacrale senza e con MDC","88.38.2",,,,,,,,
"160112","2023","09-13 GENNAIO 2023",33,"TC di Bacino e articolazioni sacroiliache","88.38.5",3,3,3,3,,,,
"160112","2023","09-13 GENNAIO 2023",34,"RM di encefalo e tronco encefalico, giunzione cranio spinale e relativo distretto vascolare","88.91.1",11,11,5,3,,,6,3
"160112","2023","09-13 GENNAIO 2023",35,"RM di encefalo e tronco encefalico, giunzione cranio spinale e relativo distretto vascolare senza e con MDC","88.91.2",45,44,17,4,2,1,25,14
"160112","2023","09-13 GENNAIO 2023",36,"RM di addome inferiore e scavo pelvico","88.95.4",20,18,1,,2,,15,12
"160112","2023","09-13 GENNAIO 2023",37,"RM di addome inferiore e scavo pelvico senza e con MDC","88.95.5",68,62,7,4,6,,49,43
"160112","2023","09-13 GENNAIO 2023",38,"RM della colonna in toto","88.93",3,3,,,,,3,3
"160112","2023","09-13 GENNAIO 2023",39,"RM della colonna in toto senza e con MDC","88.93.1",,,,,,,,
"160112","2023","09-13 GENNAIO 2023",40,"Diagnostica ecografica del capo e del collo","88.71.4",290,218,25,24,29,21,164,132
"160112","2023","09-13 GENNAIO 2023",41,"Eco (color) dopplergrafia cardiaca","88.72.3",79,68,4,3,6,6,58,50
"160112","2023","09-13 GENNAIO 2023",42,"Eco (color) dopplergrafia dei tronchi sovra aortici","88.73.5",506,426,10,7,30,17,386,373
"160112","2023","09-13 GENNAIO 2023",43,"Ecografia dell’addome superiore","88.74.1",110,98,4,2,11,9,83,70
"160112","2023","09-13 GENNAIO 2023",44,"Ecografia dell’addome inferiore","88.75.1",46,36,,,,,36,27
"160112","2023","09-13 GENNAIO 2023",45,"Ecografia dell’addome completo","88.76.1",558,421,46,34,31,22,344,282
"160112","2023","09-13 GENNAIO 2023",46,"Ecografia bilaterale della mammella","88.73.1",315,263,18,5,6,3,239,127
"160112","2023","09-13 GENNAIO 2023",47,"Ecografia monolaterale della mammella","88.73.2",10,9,4,4,,,5,4
"160112","2023","09-13 GENNAIO 2023",48,"Ecografia ostetrica","88.78",22,21,1,1,,,20,19
"160112","2023","09-13 GENNAIO 2023",49,"Ecografia ginecologica","88.78.2",8,6,,,,,6,6
"160112","2023","09-13 GENNAIO 2023",50,"Ecocolor doppler degli arti inferiori arterioso e/o venoso","88.77.2",214,197,16,13,10,8,171,135
"160112","2023","09-13 GENNAIO 2023",51,"Colonscopia totale con endoscopio flessibile","45.23",118,94,11,5,11,4,72,19
"160112","2023","09-13 GENNAIO 2023",52,"Polipectomia dell’intestino crasso in corso di endoscopia sede unica","45.42",4,3,1,1,,,2,2
"160112","2023","09-13 GENNAIO 2023",53,"Rettosigmoidoscopia con endoscopio flessibile","45.24",,,,,,,,
"160112","2023","09-13 GENNAIO 2023",54,"Esofagogastroduodenoscopia","45.13",101,97,8,3,16,7,73,24
