"ASL","ANNO","SETTIMANA_INDICE","ID_PRESTAZIONE","DESC_PRESTAZIONE","COD_PRESTAZIONE","PRENOTAZIONI","PRENOTAZIONI_DAGARANTIRE","PRENOTAZIONI_DAGARANTIRE_B","PRENOTAZIONI_DAGARANTIRE_B_TMAX","PRENOTAZIONI_DAGARANTIRE_D","PRENOTAZIONI_DAGARANTIRE_D_TMAX","PRENOTAZIONI_DAGARANTIRE_P","PRENOTAZIONI_DAGARANTIRE_P_TMAX"
"160112","2023","09-13 GENNAIO 2023",55,"Esofagogastroduodenoscopia con biopsia in sede unica","45.16",71,61,12,4,6,1,43,18
"160112","2023","09-13 GENNAIO 2023",56,"Elettrocardiogramma","89.52",352,235,49,36,20,15,166,128
"160112","2023","09-13 GENNAIO 2023",57,"Elettrocardiogramma dinamico (Holter)","89.50",152,148,7,1,17,13,124,121
"160112","2023","09-13 GENNAIO 2023",58,"Test cardiovascolare da sforzo con cicloergometro o con pedana mobile","89.41 - 89.43",14,14,3,1,,,11,11
"160112","2023","09-13 GENNAIO 2023",59,"Altri test cardiovascolari da sforzo","89.44",,,,,,,,
"160112","2023","09-13 GENNAIO 2023",60,"Esame audiometrico tonale","95.41.1",197,187,2,,12,11,173,155
"160112","2023","09-13 GENNAIO 2023",61,"Spirometria semplice","89.37.1",183,143,6,1,27,18,110,102
"160112","2023","09-13 GENNAIO 2023",62,"Spirometria globale","89.37.2",59,47,2,,5,,40,26
"160112","2023","09-13 GENNAIO 2023",63,"Fotografia del fundus","95.11",,,,,,,,
"160112","2023","09-13 GENNAIO 2023",64,"ELETTROMIOGRAFIA SEMPLICE [EMG] PER ARTO SUPERIORE. Analisi qualitativa fino a 6 muscoli. Non associabile a 93.09.1 e 93.09.2","93.08.1",7,7,3,3,,,4,4
"160112","2023","09-13 GENNAIO 2023",65,"ELETTROMIOGRAFIA SEMPLICE [EMG] PER ARTO INFERIORE fino a 4 muscoli. Analisi qualitativa. Non associabile a 93.09.1 e 93.09.2","93.08.1",1,1,1,1,,,,
"160112","2023","09-13 GENNAIO 2023","66 - 67","ELETTROMIOGRAFIA SEMPLICE [EMG] DEL CAPO fino a 4 muscoli. Analisi qualitativa. Escluso: EMG dell'occhio (95.25) e POLISONNOGRAFIA (89.17)","93.08.1",,,,,,,,
"160112","2023","09-13 GENNAIO 2023",,"ELETTROMIOGRAFIA SEMPLICE [EMG] DEL TRONCO. Analisi qualitativa. Fino a 4 muscoli",,,,,,,,,
"160112","2023","09-13 GENNAIO 2023",68,"VALUTAZIONE EMG DINAMICA DEL CAMMINO. Valutazione EMG di superficie o con elettrodi a filo (4 muscoli), associato ad esame basografico per la definizione delle fasi del passo. Non associabile a ANALISI DELLA CINEMATICA E DELLA DINAMICA DEL PASSO (93.05.7)","93.08.1",,,,,,,,
"160112","2023","09-13 GENNAIO 2023",69,"EMG DINAMICA DELL'ARTO SUPERIORE. Valutazione EMG di superficie o con elettrodi a filo (4 muscoli)","93.08.1",,,,,,,,
