codice_regione;regione;codice_azienda_sanitaria_asl;azienda_sanitaria_ASL ;codice_struttura;denominazione_struttura;indirizzo_struttura;latitudine;longitudine;tipo_apparecchiatura;cod_classificazione_cnd;descrizione_cnd;num_apparecchiature;num_app_disponibili;caratteristiche
120;LAZIO;109;VITERBO;120002;OSPEDALE DI ACQUAPENDENTE;VIA C. BATTISTI - 01021 - Acquapendente (VT);42.7455504;11.8656636;RMN;Z11050101;TOMOGRAFI SETTORIALI (PER ESAMI TOMOGRAFICI DELLE ESTREMITA');1;1;0 con tavolo portapaziente HIFU
120;LAZIO;109;VITERBO;120002;OSPEDALE DI ACQUAPENDENTE;VIA C. BATTISTI - 01021 - Acquapendente (VT);42.7455504;11.8656636;TAC;Z11030605;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 64 STRATI ED INFERIORE A 128 STRATI;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;109;VITERBO;120003;OSPEDALE DI CIVITACASTELLANA;VIA FERRETTI - 01033 - Civita Castellana (VT);42.2893857;12.4170362;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;109;VITERBO;120003;OSPEDALE DI CIVITACASTELLANA;VIA FERRETTI - 01033 - Civita Castellana (VT);42.2893857;12.4170362;TAC;Z11030605;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 64 STRATI ED INFERIORE A 128 STRATI;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;109;VITERBO;120007;OSPEDALE DI TARQUINIA;VIALE IGEA,1 - 01016 - Tarquinia (VT);42.2495568;11.7572358;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;109;VITERBO;120007;OSPEDALE DI TARQUINIA;VIALE IGEA,1 - 01016 - Tarquinia (VT);42.2495568;11.7572358;RMN;Z11050101;TOMOGRAFI SETTORIALI (PER ESAMI TOMOGRAFICI DELLE ESTREMITA');1;1;0 con tavolo portapaziente HIFU
120;LAZIO;109;VITERBO;120007;OSPEDALE DI TARQUINIA;VIALE IGEA,1 - 01016 - Tarquinia (VT);42.2495568;11.7572358;TAC;Z11030606;TOMOGRAFI ASSIALI COMPUTERIZZATI - SUPERIORE O UGUALE A 128 STRATI ED INFERIORE A 256 STRATI ;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;109;VITERBO;120014;NUOVA  S.TERESA DEL BAMBIN GESU`;strada prov Tuscanese Km 1,7 - 01100 - Viterbo (VT);42.4300606;12.0799363;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;109;VITERBO;120014;NUOVA  S.TERESA DEL BAMBIN GESU`;strada prov Tuscanese Km 1,7 - 01100 - Viterbo (VT);42.4300606;12.0799363;RMN;Z11050101;TOMOGRAFI SETTORIALI (PER ESAMI TOMOGRAFICI DELLE ESTREMITA');1;1;0 con tavolo portapaziente HIFU
120;LAZIO;109;VITERBO;120014;NUOVA  S.TERESA DEL BAMBIN GESU`;strada prov Tuscanese Km 1,7 - 01100 - Viterbo (VT);42.4300606;12.0799363;RMN;Z11050105;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO SUPERIORE A 2T E INFERIORE O UGUALE A 4T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;109;VITERBO;120014;NUOVA  S.TERESA DEL BAMBIN GESU`;strada prov Tuscanese Km 1,7 - 01100 - Viterbo (VT);42.4300606;12.0799363;TAC;Z11030605;TOMOGRAFI ASSIALI COMPUTERIZZATI - SUPERIORE O UGUALE A 64 STRATI ED INFERIORE A 128 STRATI ;1;1;1 con tavolo portapaziente bariatrico
120;LAZIO;109;VITERBO;120014;NUOVA  S.TERESA DEL BAMBIN GESU`;strada prov Tuscanese Km 1,7 - 01100 - Viterbo (VT);42.4300606;12.0799363;TAC;Z11030606;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 128 STRATI ED INFERIORE A 256 STRATI;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;109;VITERBO;120271;OSPEDALE SANTA ROSA;Strada Sammartinese, snc - 01100 - Viterbo (VT);42.4058025;12.1172257;ACC;Z11010103;ACCELERATORI LINEARI AD ENERGIA ALTA E MULTIPLA;2;2; 
120;LAZIO;109;VITERBO;120271;OSPEDALE SANTA ROSA;Strada Sammartinese, snc - 01100 - Viterbo (VT);42.4058025;12.1172257;ANG;Z11030102;ANGIOGRAFI FISSI PER STUDI ANGIOGRAFICI E CARDIOLOGICI;3;3; 
120;LAZIO;109;VITERBO;120271;OSPEDALE SANTA ROSA;Strada Sammartinese, snc - 01100 - Viterbo (VT);42.4058025;12.1172257;GTT;Z11020201;SISTEMI TC/GAMMA CAMERA;1;1; 
120;LAZIO;109;VITERBO;120271;OSPEDALE SANTA ROSA;Strada Sammartinese, snc - 01100 - Viterbo (VT);42.4058025;12.1172257;MMI;Z11030202;MAMMOGRAFI DIGITALI;5;5; 
120;LAZIO;109;VITERBO;120271;OSPEDALE SANTA ROSA;Strada Sammartinese, snc - 01100 - Viterbo (VT);42.4058025;12.1172257;RMN;Z11050101;TOMOGRAFI SETTORIALI (PER ESAMI TOMOGRAFICI DELLE ESTREMITA');1;1;0 con tavolo portapaziente HIFU
120;LAZIO;109;VITERBO;120271;OSPEDALE SANTA ROSA;Strada Sammartinese, snc - 01100 - Viterbo (VT);42.4058025;12.1172257;RMN;Z11050104;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO INFERIORE O UGUALE A 2T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;109;VITERBO;120271;OSPEDALE SANTA ROSA;Strada Sammartinese, snc - 01100 - Viterbo (VT);42.4058025;12.1172257;RMN;Z11050105;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO SUPERIORE A 2T E INFERIORE O UGUALE A 4T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;109;VITERBO;120271;OSPEDALE SANTA ROSA;Strada Sammartinese, snc - 01100 - Viterbo (VT);42.4058025;12.1172257;TAC;Z11030603;TOMOGRAFI ASSIALI COMPUTERIZZATI - SUPERIORE O UGUALE A 16 STRATI ED INFERIORE A 64 STRATI;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;109;VITERBO;120271;OSPEDALE SANTA ROSA;Strada Sammartinese, snc - 01100 - Viterbo (VT);42.4058025;12.1172257;TAC;Z11030606;TOMOGRAFI ASSIALI COMPUTERIZZATI - SUPERIORE O UGUALE A 128 STRATI ED INFERIORE A 256 STRATI ;2;2;0 con tavolo portapaziente bariatrico
120;LAZIO;109;VITERBO;120306;AMBULATORIO E LABORATORIO Casa di Cura Nepi srl;via cassia km 37 - 01036 - Nepi (VT);42.2422404;12.3417748;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;109;VITERBO;120306;AMBULATORIO E LABORATORIO Casa di Cura Nepi srl;via cassia km 37 - 01036 - Nepi (VT);42.2422404;12.3417748;RMN;Z11050101;TOMOGRAFI SETTORIALI (PER ESAMI TOMOGRAFICI DELLE ESTREMITA');1;1;0 con tavolo portapaziente HIFU
120;LAZIO;109;VITERBO;142101;POLIAMB - VILLA SANTA MARGHERITA;Via Bertina, 13 - 01027 - Montefiascone (VT);42.5428179;12.029277999999977;MMI;Z11030201;MAMMOGRAFI CONVENZIONALI;1;1; 
120;LAZIO;109;VITERBO;142101;POLIAMB - VILLA SANTA MARGHERITA;Via Bertina, 13 - 01027 - Montefiascone (VT);42.5428179;12.029277999999977;RMN;Z11050102;TOMOGRAFI A MAGNETE APERTO CON INTENSITA' DI CAMPO MAGNETICO INFERIORE O UGUALE A 0.5T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;109;VITERBO;142101;POLIAMB - VILLA SANTA MARGHERITA;Via Bertina, 13 - 01027 - Montefiascone (VT);42.5428179;12.029277999999977;TAC;Z11030603;TOMOGRAFI ASSIALI COMPUTERIZZATI - SUPERIORE O UGUALE A 16 STRATI ED INFERIORE A 64 STRATI;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;109;VITERBO;519000;Poliambulatorio Da Vinci srl CivitaC;Via Francesco Petrarca, snc - 01033 - Civita Castellana (VT);42.3018531;12.4136291;RMN;Z11050104;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO INFERIORE O UGUALE A 2T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;109;VITERBO;519000;Poliambulatorio Da Vinci srl CivitaC;Via Francesco Petrarca, snc - 01033 - Civita Castellana (VT);42.3018531;12.4136291;TAC;Z11030603;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 16 STRATI ED INFERIORE A 64 STRATI;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;109;VITERBO;NA000024;ECORADIOLOGIA FLAMINIA;VIA MAZZINI, 23 - 01033 - Civita Castellana (VT);42.2936531;12.4124685;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;109;VITERBO;NA000257;POLIAMBULATORIO DA VINCI SRL VITERBO;VIA LEGA DEI XII POPOLI, 27/29 - 01100 - Viterbo (VT);42.4363126;12.1046418;MMI;Z11030201;MAMMOGRAFI CONVENZIONALI;1;1; 
120;LAZIO;109;VITERBO;NA000612;ECOS DIAGNOSTICA;VIA CARBOGNANO, 3 - 01034 - Fabrica di Roma (VT);44.0751171;9.917652499999999;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;109;VITERBO;NA000612;ECOS DIAGNOSTICA;VIA CARBOGNANO, 3 - 01034 - Fabrica di Roma (VT);44.0751171;9.917652499999999;RMN;Z11050102;TOMOGRAFI A MAGNETE APERTO CON INTENSITA' DI CAMPO MAGNETICO INFERIORE O UGUALE A 0.5T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;109;VITERBO;NA000612;ECOS DIAGNOSTICA;VIA CARBOGNANO, 3 - 01034 - Fabrica di Roma (VT);44.0751171;9.917652499999999;TAC;Z11030603;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 16 STRATI ED INFERIORE A 64 STRATI;1;1;1 con tavolo portapaziente bariatrico
120;LAZIO;109;VITERBO;NA000615;CENTRO POLISPECIALISTICO GIOVANNI PAOLO I SRL;VIA VIA FERNANDO MOLINI, 9/D - 01100 - Viterbo (VT);42.4260537;12.1043333;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;109;VITERBO;NA000615;CENTRO POLISPECIALISTICO GIOVANNI PAOLO I SRL;VIA VIA FERNANDO MOLINI, 9/D - 01100 - Viterbo (VT);42.4260537;12.1043333;RMN;Z11050102;TOMOGRAFI A MAGNETE APERTO CON INTENSITA' DI CAMPO MAGNETICO INFERIORE O UGUALE A 0.5T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;109;VITERBO;NA000615;CENTRO POLISPECIALISTICO GIOVANNI PAOLO I SRL;VIA VIA FERNANDO MOLINI, 9/D - 01100 - Viterbo (VT);42.4260537;12.1043333;TAC;Z11030605;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 64 STRATI ED INFERIORE A 128 STRATI;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;110;RIETI;101603;CASA DELLA COMUNITA' HUB RIETI CAMMINO DI FRANCESCO;VIALE MATTEUCCI SNC - 02100 - Rieti (RI);42.3995374;12.8563206;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;110;RIETI;120019;POLO OSPEDALIERO UNICO INTEGRATO;VIALE KENNEDY - 02100 - Rieti (RI);42.2656958;13.1191334;ACC;Z11010102;ACCELERATORI LINEARI AD ENERGIA MEDIA E MULTIPLA;1;1; 
120;LAZIO;110;RIETI;120019;POLO OSPEDALIERO UNICO INTEGRATO;VIALE KENNEDY - 02100 - Rieti (RI);42.2656958;13.1191334;ACC;Z11010103;ACCELERATORI LINEARI AD ENERGIA ALTA E MULTIPLA;1;1; 
120;LAZIO;110;RIETI;120019;POLO OSPEDALIERO UNICO INTEGRATO;VIALE KENNEDY - 02100 - Rieti (RI);42.2656958;13.1191334;ANG;Z11030102;ANGIOGRAFI FISSI PER STUDI ANGIOGRAFICI E CARDIOLOGICI;2;2; 
120;LAZIO;110;RIETI;120019;POLO OSPEDALIERO UNICO INTEGRATO;VIALE KENNEDY - 02100 - Rieti (RI);42.2656958;13.1191334;MMI;Z11030202;MAMMOGRAFI DIGITALI;2;2; 
120;LAZIO;110;RIETI;120019;POLO OSPEDALIERO UNICO INTEGRATO;VIALE KENNEDY - 02100 - Rieti (RI);42.2656958;13.1191334;RMN;Z11050104;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO INFERIORE O UGUALE A 2T;1;1;1 con tavolo portapaziente HIFU
120;LAZIO;110;RIETI;120019;POLO OSPEDALIERO UNICO INTEGRATO;VIALE KENNEDY - 02100 - Rieti (RI);42.2656958;13.1191334;RMN;Z11050105;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO SUPERIORE A 2T E INFERIORE O UGUALE A 4T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;110;RIETI;120019;POLO OSPEDALIERO UNICO INTEGRATO;VIALE KENNEDY - 02100 - Rieti (RI);42.2656958;13.1191334;ROB;Z12020101;SISTEMI ROBOTIZZATI PER CHIRURGIA ENDOSCOPICA;1;1; 
120;LAZIO;110;RIETI;120019;POLO OSPEDALIERO UNICO INTEGRATO;VIALE KENNEDY - 02100 - Rieti (RI);42.2656958;13.1191334;TAC;Z11030603;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 16 STRATI ED INFERIORE A 64 STRATI;1;1;1 con tavolo portapaziente bariatrico
120;LAZIO;110;RIETI;120019;POLO OSPEDALIERO UNICO INTEGRATO;VIALE KENNEDY - 02100 - Rieti (RI);42.2656958;13.1191334;TAC;Z11030606;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 128 STRATI ED INFERIORE A 256 STRATI;2;2;0 con tavolo portapaziente bariatrico
120;LAZIO;110;RIETI;200501;POLIAMBULATORIO PASSO CORESE - OSTERIA NUOVA;VIALE EUROPA N. 13 POGGIO MOIANO OSTERIA NUOVA - 02037 - Fara in Sabina (RI);42.2106837;12.8228286;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;110;RIETI;200601;CASA DELLA SALUTE;LOC FILONIMAGLIANO SABINA - 02046 - Magliano Sabina (RI);42.3613704;12.4813504;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;110;RIETI;200601;CASA DELLA SALUTE;LOC FILONIMAGLIANO SABINA - 02046 - Magliano Sabina (RI);42.3613704;12.4813504;TAC;Z11030605;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 64 STRATI ED INFERIORE A 128 STRATI;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;110;RIETI;NA000050;DIA.MED. SOC. A RESPONS. LIMITATA;PIAZZA LARGO GIULIO CESARE, 9 - 02032 - Fara in Sabina (RI);42.154578;12.652187;MMI;Z11030202;MAMMOGRAFI DIGITALI;2;2; 
120;LAZIO;110;RIETI;NA000050;DIA.MED. SOC. A RESPONS. LIMITATA;PIAZZA LARGO GIULIO CESARE, 9 - 02032 - Fara in Sabina (RI);42.154578;12.652187;RMN;Z11050102;TOMOGRAFI A MAGNETE APERTO CON INTENSITA' DI CAMPO MAGNETICO INFERIORE O UGUALE A 0.5T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;110;RIETI;NA000050;DIA.MED. SOC. A RESPONS. LIMITATA;PIAZZA LARGO GIULIO CESARE, 9 - 02032 - Fara in Sabina (RI);42.154578;12.652187;TAC;Z11030603;TOMOGRAFI ASSIALI COMPUTERIZZATI - SUPERIORE O UGUALE A 16 STRATI ED INFERIORE A 64 STRATI;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;110;RIETI;NA000074;ECOMEDICA SRL - CENTRO MEDICO SAN MARCO;VIA SALARIA PER L'AQUILA , 61 - 02100 - Rieti (RI);42.405511;12.8789444;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;110;RIETI;NA000074;ECOMEDICA SRL - CENTRO MEDICO SAN MARCO;VIA SALARIA PER L'AQUILA , 61 - 02100 - Rieti (RI);42.405511;12.8789444;RMN;Z11050102;TOMOGRAFI A MAGNETE APERTO CON INTENSITA' DI CAMPO MAGNETICO INFERIORE O UGUALE A 0.5T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;110;RIETI;NA000075;FISIORAD S.R.L.;"VIA FUNDANIA - TORRE ""C"", SNC - 02100 - Rieti (RI)";42.404492;12.851215;RMN;Z11050101;TOMOGRAFI SETTORIALI (PER ESAMI TOMOGRAFICI DELLE ESTREMITA');1;1;0 con tavolo portapaziente HIFU
120;LAZIO;110;RIETI;NA000089;S.I.S.S. A R.L. SOCIETÃÂ ITALIANA SERVIZI SANITARI;VIA VIA MOISÃÂ DI GAIO, 5 - 02100 - Rieti (RI);42.4053502;12.858824499999969;RMN;Z11050101;TOMOGRAFI SETTORIALI (PER ESAMI TOMOGRAFICI DELLE ESTREMITA');1;1;0 con tavolo portapaziente HIFU
120;LAZIO;110;RIETI;NA000120;ALI CONSULT & PARTNERS SRL;VIA SERVILIA, 58 - 02032 - Fara in Sabina (RI);41.8208063;12.6171121;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;110;RIETI;NA000120;ALI CONSULT & PARTNERS SRL;VIA SERVILIA, 58 - 02032 - Fara in Sabina (RI);41.8208063;12.6171121;RMN;Z11050101;TOMOGRAFI SETTORIALI (PER ESAMI TOMOGRAFICI DELLE ESTREMITA');1;1;0 con tavolo portapaziente HIFU
120;LAZIO;110;RIETI;NA000589;PROGRAMMA SALUTE DI DONATI GIANFRANCO - SOCIETA' IN ACCOMANDITA SEMPLICE;VIALE TOMMASO MORRONI, 16 - 02100 - Rieti (RI);42.4052691;12.8639804;TAC;Z11030603;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 16 STRATI ED INFERIORE A 64 STRATI;1;1;1 con tavolo portapaziente bariatrico
120;LAZIO;111;LATINA;010212;Casa di ComunitÃ  Hub  APRILIA;VIA GIUSTINIANO SNC - 04011 - Aprilia (LT);41.586293;12.650845;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;111;LATINA;011510;CENTRO SANA SERVIZI SANITARI P;VIA PESCHIERA 10 - 04011 - Aprilia (LT);41.5945965;12.64498530000003;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;111;LATINA;011510;CENTRO SANA SERVIZI SANITARI P;VIA PESCHIERA 10 - 04011 - Aprilia (LT);41.5945965;12.64498530000003;RMN;Z11050105;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO SUPERIORE A 0.5T E INFERIORE O UGUALE A 3.0T;2;2;0 con tavolo portapaziente HIFU
120;LAZIO;111;LATINA;011510;CENTRO SANA SERVIZI SANITARI P;VIA PESCHIERA 10 - 04011 - Aprilia (LT);41.5945965;12.64498530000003;TAC;Z11030606;TOMOGRAFI ASSIALI COMPUTERIZZATI - SUPERIORE O UGUALE A 128 STRATI ED INFERIORE A 256 STRATI ;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;111;LATINA;051220;LA NUOVA SANITA' SRL;v.le G.Europa 4/12 - 04012 - Cisterna di Latina (LT);41.589631;12.828551999999945;RMN;Z11050101;TOMOGRAFI SETTORIALI (PER ESAMI TOMOGRAFICI DELLE ESTREMITA');1;1;0 con tavolo portapaziente HIFU
120;LAZIO;111;LATINA;071050;GALENO MED S.R.L.;PIAZZA PORTA VESCOVO 8/9 - 04022 - Fondi (LT);41.3563537;13.4285585;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;111;LATINA;071050;GALENO MED S.R.L.;PIAZZA PORTA VESCOVO 8/9 - 04022 - Fondi (LT);41.3563537;13.4285585;RMN;Z11050104;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO INFERIORE O UGUALE A 2T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;111;LATINA;071050;GALENO MED S.R.L.;PIAZZA PORTA VESCOVO 8/9 - 04022 - Fondi (LT);41.3563537;13.4285585;TAC;Z11030606;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 128 STRATI ED INFERIORE A 256 STRATI;1;1;1 con tavolo portapaziente bariatrico
120;LAZIO;111;LATINA;071150;CENTRO DIAGNOSTICO 'A.FLEMING';VIA EDIFICIO SCOLASTICO SNC - 04022 - Fondi (LT);41.3594218;13.432742100000041;MMI;Z11030201;MAMMOGRAFI CONVENZIONALI;1;1; 
120;LAZIO;111;LATINA;081660;CENTRO DIAGN. 'HERMES';via giacomo matteotti,38 - 04023 - Formia (LT);41.2639355;13.6214507;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;111;LATINA;081660;CENTRO DIAGN. 'HERMES';via giacomo matteotti,38 - 04023 - Formia (LT);41.2639355;13.6214507;RMN;Z11050101;TOMOGRAFI SETTORIALI (PER ESAMI TOMOGRAFICI DELLE ESTREMITA');1;1;0 con tavolo portapaziente HIFU
120;LAZIO;111;LATINA;081660;CENTRO DIAGN. 'HERMES';via giacomo matteotti,38 - 04023 - Formia (LT);41.2639355;13.6214507;TAC;Z11030601;TOMOGRAFI ASSIALI COMPUTERIZZATI - INFERIORE O UGUALE A 2 STRATI;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;111;LATINA;081660;CENTRO DIAGN. 'HERMES';via giacomo matteotti,38 - 04023 - Formia (LT);41.2639355;13.6214507;TAC;Z11030603;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 16 STRATI ED INFERIORE A 64 STRATI;1;1;1 con tavolo portapaziente bariatrico
120;LAZIO;111;LATINA;082760;Studio Izzo srl;via Rotabile,39 - 04023 - Formia (LT);41.4638934;12.9049826;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;111;LATINA;082760;Studio Izzo srl;via Rotabile,39 - 04023 - Formia (LT);41.4638934;12.9049826;RMN;Z11050104;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO INFERIORE O UGUALE A 2T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;111;LATINA;082760;Studio Izzo srl;via Rotabile,39 - 04023 - Formia (LT);41.4638934;12.9049826;TAC;Z11030606;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 128 STRATI ED INFERIORE A 256 STRATI;1;1;1 con tavolo portapaziente bariatrico
120;LAZIO;111;LATINA;090460;LAB. CICCONARDI MINUTILLO;via ancona,21 - 04024 - Gaeta (LT);41.21939;13.56518;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;111;LATINA;090460;LAB. CICCONARDI MINUTILLO;via ancona,21 - 04024 - Gaeta (LT);41.21939;13.56518;RMN;Z11050102;TOMOGRAFI A MAGNETE APERTO CON INTENSITA' DI CAMPO MAGNETICO INFERIORE O UGUALE A 0.5T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;111;LATINA;110732;Casa di ComunitÃ  Hub Latina Centro;VIA CESARE BATTISTI - 04100 - Latina (LT);41.4693224;12.9023299;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;111;LATINA;112530;MEDICAL PONTINO SRL;Via Custoza nÂ° 3/B - 04100 - Latina (LT);41.473968;12.9077085;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;111;LATINA;112530;MEDICAL PONTINO SRL;Via Custoza nÂ° 3/B - 04100 - Latina (LT);41.473968;12.9077085;RMN;Z11050102;TOMOGRAFI A MAGNETE APERTO CON INTENSITA' DI CAMPO MAGNETICO INFERIORE O UGUALE A 0.5T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;111;LATINA;112530;MEDICAL PONTINO SRL;Via Custoza nÂ° 3/B - 04100 - Latina (LT);41.473968;12.9077085;TAC;Z11030603;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 16 STRATI ED INFERIORE A 64 STRATI;1;1;1 con tavolo portapaziente bariatrico
120;LAZIO;111;LATINA;113030;CE.RA.PO. SRL;VIA FABIO FILZI, 19 - 04100 - Latina (LT);41.4666983;12.9083136;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;111;LATINA;113030;CE.RA.PO. SRL;VIA FABIO FILZI, 19 - 04100 - Latina (LT);41.4666983;12.9083136;RMN;Z11050102;TOMOGRAFI A MAGNETE APERTO CON INTENSITA' DI CAMPO MAGNETICO INFERIORE O UGUALE A 0.5T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;111;LATINA;114530;LAB. DIAG. MEDICA SRL;LARGO CIRRI 8/9/10 - 04100 - Latina (LT);41.4462084;12.8786046;MMI;Z11030201;MAMMOGRAFI CONVENZIONALI;1;1; 
120;LAZIO;111;LATINA;114530;LAB. DIAG. MEDICA SRL;LARGO CIRRI 8/9/10 - 04100 - Latina (LT);41.4462084;12.8786046;RMN;Z11050104;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO INFERIORE O UGUALE A 2T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;111;LATINA;114530;LAB. DIAG. MEDICA SRL;LARGO CIRRI 8/9/10 - 04100 - Latina (LT);41.4462084;12.8786046;TAC;Z11030603;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 16 STRATI ED INFERIORE A 64 STRATI;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;111;LATINA;120200;Ospedale S.Maria Goretti(PO LATINA NORD);via Scaravelli snc - 04100 - Latina (LT);41.46111519999999;12.9075194;ACC;Z11010102;ACCELERATORI LINEARI AD ENERGIA MEDIA E MULTIPLA;2;2; 
120;LAZIO;111;LATINA;120200;Ospedale S.Maria Goretti(PO LATINA NORD);via Scaravelli snc - 04100 - Latina (LT);41.46111519999999;12.9075194;ANG;Z11030102;ANGIOGRAFI FISSI PER STUDI ANGIOGRAFICI E CARDIOLOGICI;5;5; 
120;LAZIO;111;LATINA;120200;Ospedale S.Maria Goretti(PO LATINA NORD);via Scaravelli snc - 04100 - Latina (LT);41.46111519999999;12.9075194;GCC;Z11020105;"GAMMA CAMERE IN STAZIONE FISSA A TESTATA MULTIPLA - CON ACQUISIZIONE ""TOTAL BODY""";1;1; 
120;LAZIO;111;LATINA;120200;Ospedale S.Maria Goretti(PO LATINA NORD);via Scaravelli snc - 04100 - Latina (LT);41.46111519999999;12.9075194;GTT;Z11020201;SISTEMI TC/GAMMA CAMERA;1;1; 
120;LAZIO;111;LATINA;120200;Ospedale S.Maria Goretti(PO LATINA NORD);via Scaravelli snc - 04100 - Latina (LT);41.46111519999999;12.9075194;MMI;Z11030202;MAMMOGRAFI DIGITALI;2;2; 
120;LAZIO;111;LATINA;120200;Ospedale S.Maria Goretti(PO LATINA NORD);via Scaravelli snc - 04100 - Latina (LT);41.46111519999999;12.9075194;PET;Z11020301;SISTEMI TAC/PET;1;1; 
120;LAZIO;111;LATINA;120200;Ospedale S.Maria Goretti(PO LATINA NORD);via Scaravelli snc - 04100 - Latina (LT);41.46111519999999;12.9075194;RMN;Z11050105;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO SUPERIORE A 0.5T E INFERIORE O UGUALE A 3.0T;1;1;0 con tavolo portapaziente HIFU
