codice_regione;regione;codice_azienda_sanitaria_asl;azienda_sanitaria_ASL ;codice_struttura;denominazione_struttura;indirizzo_struttura;latitudine;longitudine;tipo_apparecchiatura;cod_classificazione_cnd;descrizione_cnd;num_apparecchiature;num_app_disponibili;caratteristiche
120;LAZIO;201;ROMA 1;002500;RADIOLOGICA ROMANA S.R.L;VIA DELLA STAZIONE DELLA STORTA 12/A-E - 00123 - Roma (RM);42.00246509999999;12.381832900000063;RMN;Z11050105;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO SUPERIORE A 2T E INFERIORE O UGUALE A 4T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;201;ROMA 1;002500;RADIOLOGICA ROMANA S.R.L;VIA DELLA STAZIONE DELLA STORTA 12/A-E - 00123 - Roma (RM);42.00246509999999;12.381832900000063;TAC;Z11030607;TOMOGRAFI ASSIALI COMPUTERIZZATI - SUPERIORE O UGUALE A 256 STRATI;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;201;ROMA 1;004400;POLIAMBULATORIO 'NUOVA VILLA CLAUDIA';VIA FLAMINIA NUOVA 280 - 00191 - Roma (RM);41.95267980000001;12.4739319;RMN;Z11050101;TOMOGRAFI SETTORIALI (PER ESAMI TOMOGRAFICI DELLE ESTREMITA');1;1;1 con tavolo portapaziente HIFU
120;LAZIO;201;ROMA 1;004400;POLIAMBULATORIO 'NUOVA VILLA CLAUDIA';VIA FLAMINIA NUOVA 280 - 00191 - Roma (RM);41.95267980000001;12.4739319;RMN;Z11050103;TOMOGRAFI A MAGNETE APERTO CON INTENSITA' DI CAMPO MAGNETICO SUPERIORE A 0.5T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;201;ROMA 1;005900;POLIAMBULATORIO ISTITUTO DERMOPATICO DELL'IMMACOLATA - IDI;via dei monti di creta 104 - 00167 - Roma (RM);41.901417;12.4304011;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;201;ROMA 1;005900;POLIAMBULATORIO ISTITUTO DERMOPATICO DELL'IMMACOLATA - IDI;via dei monti di creta 104 - 00167 - Roma (RM);41.901417;12.4304011;RMN;Z11050103;TOMOGRAFI A MAGNETE APERTO CON INTENSITA' DI CAMPO MAGNETICO SUPERIORE A 0.5T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;201;ROMA 1;005900;POLIAMBULATORIO ISTITUTO DERMOPATICO DELL'IMMACOLATA - IDI;via dei monti di creta 104 - 00167 - Roma (RM);41.901417;12.4304011;RMN;Z11050104;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO INFERIORE O UGUALE A 2T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;201;ROMA 1;005900;POLIAMBULATORIO ISTITUTO DERMOPATICO DELL'IMMACOLATA - IDI;via dei monti di creta 104 - 00167 - Roma (RM);41.901417;12.4304011;RMN;Z11050105;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO SUPERIORE A 2T E INFERIORE O UGUALE A 4T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;201;ROMA 1;005900;POLIAMBULATORIO ISTITUTO DERMOPATICO DELL'IMMACOLATA - IDI;via dei monti di creta 104 - 00167 - Roma (RM);41.901417;12.4304011;TAC;Z11030605;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 64 STRATI ED INFERIORE A 128 STRATI;2;2;2 con tavolo portapaziente bariatrico
120;LAZIO;201;ROMA 1;005900;POLIAMBULATORIO ISTITUTO DERMOPATICO DELL'IMMACOLATA - IDI;via dei monti di creta 104 - 00167 - Roma (RM);41.901417;12.4304011;TAC;Z11030606;TOMOGRAFI ASSIALI COMPUTERIZZATI - SUPERIORE O UGUALE A 128 STRATI ED INFERIORE A 256 STRATI ;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;201;ROMA 1;100201;POLIAMBULATORIO 'LUZZATTI';VIA LUZZATTI, 8 - 00185 - Roma (RM);41.8921569;12.5099771;RMN;Z11050104;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO INFERIORE O UGUALE A 0.5T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;201;ROMA 1;100800;POLIAMBULATORIO 'S. ZACCARIA PAPA';PIAZZA S. ZACCARIA PAPA 2 - 00168 - Roma (RM);41.9165491;12.4143846;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;201;ROMA 1;101900;POLIAMBULATORIO 'I.M.R.E.';VIALE ANGELICO, 28 - 00195 - Roma (RM);41.9145912;12.4586768;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;201;ROMA 1;110301;PRESIDIO OSPEDALIERO S.SPIRITO-NRM ex POLIAMBULATORIO NRM;V. MOROSINI 30 - 00153 - Roma (RM);41.8864508;12.4707068;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;201;ROMA 1;110301;PRESIDIO OSPEDALIERO S.SPIRITO-NRM ex POLIAMBULATORIO NRM;V. MOROSINI 30 - 00153 - Roma (RM);41.8864508;12.4707068;RMN;Z11050104;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO INFERIORE O UGUALE A 2T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;201;ROMA 1;110301;PRESIDIO OSPEDALIERO S.SPIRITO-NRM ex POLIAMBULATORIO NRM;V. MOROSINI 30 - 00153 - Roma (RM);41.8864508;12.4707068;TAC;Z11030606;TOMOGRAFI ASSIALI COMPUTERIZZATI - SUPERIORE O UGUALE A 128 STRATI ED INFERIORE A 256 STRATI ;1;1;1 con tavolo portapaziente bariatrico
120;LAZIO;201;ROMA 1;120026;POLO OSPEDALIERO SANTO SPIRITO;LUNGOTEVERE IN SASSIA  1 - 00193 - Roma (RM);41.900766;12.4629825;ANG;Z11030102;ANGIOGRAFI FISSI PER STUDI ANGIOGRAFICI E CARDIOLOGICI;1;1; 
120;LAZIO;201;ROMA 1;120026;POLO OSPEDALIERO SANTO SPIRITO;LUNGOTEVERE IN SASSIA  1 - 00193 - Roma (RM);41.900766;12.4629825;TAC;Z11030606;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 128 STRATI ED INFERIORE A 256 STRATI;2;2;0 con tavolo portapaziente bariatrico
120;LAZIO;201;ROMA 1;120030;OSPEDALE REGIONALE OFTALMICO;VIA CIPRO, 2 - 00136 - Roma (RM);41.9079355;12.4486265;TAC;Z11030606;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 128 STRATI ED INFERIORE A 256 STRATI;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;201;ROMA 1;120071;OSPEDALE SAN PIETRO - FBF;VIA CASSIA 600 - 00189 - Roma (RM);41.9635192;12.4509058;ACC;Z11010102;ACCELERATORI LINEARI AD ENERGIA MEDIA E MULTIPLA;2;2; 
120;LAZIO;201;ROMA 1;120071;OSPEDALE SAN PIETRO - FBF;VIA CASSIA 600 - 00189 - Roma (RM);41.9635192;12.4509058;ANG;Z11030102;ANGIOGRAFI FISSI PER STUDI ANGIOGRAFICI E CARDIOLOGICI;2;2; 
120;LAZIO;201;ROMA 1;120071;OSPEDALE SAN PIETRO - FBF;VIA CASSIA 600 - 00189 - Roma (RM);41.9635192;12.4509058;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;201;ROMA 1;120071;OSPEDALE SAN PIETRO - FBF;VIA CASSIA 600 - 00189 - Roma (RM);41.9635192;12.4509058;PET;Z11020301;SISTEMI TC/PET;1;1; 
120;LAZIO;201;ROMA 1;120071;OSPEDALE SAN PIETRO - FBF;VIA CASSIA 600 - 00189 - Roma (RM);41.9635192;12.4509058;RMN;Z11050104;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO INFERIORE O UGUALE A 2T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;201;ROMA 1;120071;OSPEDALE SAN PIETRO - FBF;VIA CASSIA 600 - 00189 - Roma (RM);41.9635192;12.4509058;RMN;Z11050105;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO SUPERIORE A 0.5T E INFERIORE O UGUALE A 3.0T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;201;ROMA 1;120071;OSPEDALE SAN PIETRO - FBF;VIA CASSIA 600 - 00189 - Roma (RM);41.9635192;12.4509058;TAC;Z11030603;TOMOGRAFI ASSIALI COMPUTERIZZATI - SUPERIORE O UGUALE A 16 STRATI ED INFERIORE A 64 STRATI;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;201;ROMA 1;120071;OSPEDALE SAN PIETRO - FBF;VIA CASSIA 600 - 00189 - Roma (RM);41.9635192;12.4509058;TAC;Z11030604;TOMOGRAFI ASSIALI COMPUTERIZZATI - SUPERIORE O UGUALE A 64 STRATI;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;201;ROMA 1;120071;OSPEDALE SAN PIETRO - FBF;VIA CASSIA 600 - 00189 - Roma (RM);41.9635192;12.4509058;TAC;Z11030606;TOMOGRAFI ASSIALI COMPUTERIZZATI - SUPERIORE O UGUALE A 128 STRATI ED INFERIORE A 256 STRATI ;1;1;1 con tavolo portapaziente bariatrico
120;LAZIO;201;ROMA 1;120073;OSPEDALE SAN CARLO DI NANCY;VIA AURELIA 275 - 00165 - Roma (RM);41.8982503;12.439410199999998;ANG;Z11030102;ANGIOGRAFI FISSI PER STUDI ANGIOGRAFICI E CARDIOLOGICI;1;1; 
120;LAZIO;201;ROMA 1;120073;OSPEDALE SAN CARLO DI NANCY;VIA AURELIA 275 - 00165 - Roma (RM);41.8982503;12.439410199999998;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;201;ROMA 1;120073;OSPEDALE SAN CARLO DI NANCY;VIA AURELIA 275 - 00165 - Roma (RM);41.8982503;12.439410199999998;RMN;Z11050101;TOMOGRAFI SETTORIALI (PER ESAMI TOMOGRAFICI DELLE ESTREMITA');1;1;0 con tavolo portapaziente HIFU
120;LAZIO;201;ROMA 1;120073;OSPEDALE SAN CARLO DI NANCY;VIA AURELIA 275 - 00165 - Roma (RM);41.8982503;12.439410199999998;TAC;Z11030603;TOMOGRAFI ASSIALI COMPUTERIZZATI - SUPERIORE O UGUALE A 16 STRATI ED INFERIORE A 64 STRATI;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;201;ROMA 1;120074;OSPEDALE CRISTO RE;VIA DELLE CALASANZIANE 25 - 00167 - Roma (RM);41.9176657;12.4208044;GCC;Z11020103;"GAMMA CAMERE IN STAZIONE FISSA A SINGOLA TESTATA - CON ACQUISIZIONE ""TOTAL BODY""";1;1; 
120;LAZIO;201;ROMA 1;120074;OSPEDALE CRISTO RE;VIA DELLE CALASANZIANE 25 - 00167 - Roma (RM);41.9176657;12.4208044;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;201;ROMA 1;120074;OSPEDALE CRISTO RE;VIA DELLE CALASANZIANE 25 - 00167 - Roma (RM);41.9176657;12.4208044;RMN;Z11050105;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO SUPERIORE A 0.5T E INFERIORE O UGUALE A 3.0T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;201;ROMA 1;120074;OSPEDALE CRISTO RE;VIA DELLE CALASANZIANE 25 - 00167 - Roma (RM);41.9176657;12.4208044;ROB;Z12020101;SISTEMI ROBOTIZZATI PER CHIRURGIA ENDOSCOPICA;1;1; 
120;LAZIO;201;ROMA 1;120074;OSPEDALE CRISTO RE;VIA DELLE CALASANZIANE 25 - 00167 - Roma (RM);41.9176657;12.4208044;TAC;Z11030603;TOMOGRAFI ASSIALI COMPUTERIZZATI - SUPERIORE O UGUALE A 16 STRATI ED INFERIORE A 64 STRATI;1;2;1 con tavolo portapaziente bariatrico
120;LAZIO;201;ROMA 1;120074;OSPEDALE CRISTO RE;VIA DELLE CALASANZIANE 25 - 00167 - Roma (RM);41.9176657;12.4208044;TAC;Z11030603;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 16 STRATI ED INFERIORE A 64 STRATI;1;2;1 con tavolo portapaziente bariatrico
120;LAZIO;201;ROMA 1;120098;CASA DI CURA N.SIGNORA DELLA MERCEDE;VIA TAGLIAMENTO 25 - 00198 - Roma (RM);41.9196703;12.5019759;ACC;Z11010102;ACCELERATORI LINEARI AD ENERGIA MEDIA E MULTIPLA;1;1; 
120;LAZIO;201;ROMA 1;120098;CASA DI CURA N.SIGNORA DELLA MERCEDE;VIA TAGLIAMENTO 25 - 00198 - Roma (RM);41.9196703;12.5019759;RMN;Z11050105;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO SUPERIORE A 0.5T E INFERIORE O UGUALE A 3.0T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;201;ROMA 1;120108;CASA DI CURA ASSUNZIONE DI MARIA SS;VIA NOMENTANA 311 - 00162 - Roma (RM);41.9184156;12.513872100000071;MMI;Z11030201;MAMMOGRAFI CONVENZIONALI;1;1; 
120;LAZIO;201;ROMA 1;120114;CASA DI CURA QUISISANA;VIA G. G. PORRO 5 - 00197 - Roma (RM);41.9286628;12.488985;ANG;Z11030102;ANGIOGRAFI FISSI PER STUDI ANGIOGRAFICI E CARDIOLOGICI;1;1; 
120;LAZIO;201;ROMA 1;120114;CASA DI CURA QUISISANA;VIA G. G. PORRO 5 - 00197 - Roma (RM);41.9286628;12.488985;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;201;ROMA 1;120114;CASA DI CURA QUISISANA;VIA G. G. PORRO 5 - 00197 - Roma (RM);41.9286628;12.488985;RMN;Z11050105;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO SUPERIORE A 2T E INFERIORE O UGUALE A 4T;2;2;0 con tavolo portapaziente HIFU
120;LAZIO;201;ROMA 1;120114;CASA DI CURA QUISISANA;VIA G. G. PORRO 5 - 00197 - Roma (RM);41.9286628;12.488985;ROB;Z12020101;SISTEMI ROBOTIZZATI PER CHIRURGIA ENDOSCOPICA;1;1; 
120;LAZIO;201;ROMA 1;120114;CASA DI CURA QUISISANA;VIA G. G. PORRO 5 - 00197 - Roma (RM);41.9286628;12.488985;TAC;Z11030606;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 128 STRATI ED INFERIORE A 256 STRATI;1;1;1 con tavolo portapaziente bariatrico
120;LAZIO;201;ROMA 1;120119;CASA DI CURA VILLA MAFALDA;VIA MONTE DELLE GIOIE 5 - 00199 - Roma (RM);41.9326455;12.5103099;ANG;Z11030102;ANGIOGRAFI FISSI PER STUDI ANGIOGRAFICI E CARDIOLOGICI;1;1; 
120;LAZIO;201;ROMA 1;120119;CASA DI CURA VILLA MAFALDA;VIA MONTE DELLE GIOIE 5 - 00199 - Roma (RM);41.9326455;12.5103099;MMI;Z11030202;MAMMOGRAFI DIGITALI;2;2; 
120;LAZIO;201;ROMA 1;120119;CASA DI CURA VILLA MAFALDA;VIA MONTE DELLE GIOIE 5 - 00199 - Roma (RM);41.9326455;12.5103099;RMN;Z11050105;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO SUPERIORE A 2T E INFERIORE O UGUALE A 4T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;201;ROMA 1;120119;CASA DI CURA VILLA MAFALDA;VIA MONTE DELLE GIOIE 5 - 00199 - Roma (RM);41.9326455;12.5103099;ROB;Z12020101;SISTEMI ROBOTIZZATI PER CHIRURGIA ENDOSCOPICA;1;1; 
120;LAZIO;201;ROMA 1;120119;CASA DI CURA VILLA MAFALDA;VIA MONTE DELLE GIOIE 5 - 00199 - Roma (RM);41.9326455;12.5103099;TAC;Z11030605;TOMOGRAFI ASSIALI COMPUTERIZZATI - SUPERIORE O UGUALE A 64 STRATI ED INFERIORE A 128 STRATI ;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;201;ROMA 1;120123;CASA DI CURA VILLA STUART;VIA TRIONFALE 5952 - 00135 - Roma (RM);41.9280222;12.450323;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;201;ROMA 1;120123;CASA DI CURA VILLA STUART;VIA TRIONFALE 5952 - 00135 - Roma (RM);41.9280222;12.450323;RMN;Z11050104;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO INFERIORE O UGUALE A 2T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;201;ROMA 1;120123;CASA DI CURA VILLA STUART;VIA TRIONFALE 5952 - 00135 - Roma (RM);41.9280222;12.450323;RMN;Z11050105;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO SUPERIORE A 2T E INFERIORE O UGUALE A 4T;2;2;0 con tavolo portapaziente HIFU
120;LAZIO;201;ROMA 1;120123;CASA DI CURA VILLA STUART;VIA TRIONFALE 5952 - 00135 - Roma (RM);41.9280222;12.450323;TAC;Z11030601;TOMOGRAFI COMPUTERIZZATI - INFERIORE O UGUALE A 2 STRATI;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;201;ROMA 1;120141;CASA DI CURA SANTO VOLTO;PIAZZA DEL TEMPIO DI DIANA 12 - 00153 - Roma (RM);41.8832062;12.4823803;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;201;ROMA 1;120141;CASA DI CURA SANTO VOLTO;PIAZZA DEL TEMPIO DI DIANA 12 - 00153 - Roma (RM);41.8832062;12.4823803;TAC;Z11030603;TOMOGRAFI ASSIALI COMPUTERIZZATI - SUPERIORE O UGUALE A 16 STRATI ED INFERIORE A 64 STRATI;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;201;ROMA 1;120144;CLINICA VALLE GIULIA SPA;VIA GIUSEPPE DE NOTARIS 2/B - 00197 - Roma (RM);41.9200817;12.4800932;MMI;Z11030202;MAMMOGRAFI DIGITALI;2;2; 
120;LAZIO;201;ROMA 1;120144;CLINICA VALLE GIULIA SPA;VIA GIUSEPPE DE NOTARIS 2/B - 00197 - Roma (RM);41.9200817;12.4800932;TAC;Z11030603;TOMOGRAFI ASSIALI COMPUTERIZZATI - SUPERIORE O UGUALE A 16 STRATI ED INFERIORE A 64 STRATI;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;201;ROMA 1;120144;CLINICA VALLE GIULIA SPA;VIA GIUSEPPE DE NOTARIS 2/B - 00197 - Roma (RM);41.9200817;12.4800932;TAC;Z11030606;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 128 STRATI ED INFERIORE A 256 STRATI;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;201;ROMA 1;120150;CASA DI CURA PIO XI;VIA AURELIA  559 - 00165 - Roma (RM);41.8955203;12.420125;ACC;Z11010103;ACCELERATORI LINEARI AD ENERGIA ALTA E MULTIPLA;1;1; 
120;LAZIO;201;ROMA 1;120150;CASA DI CURA PIO XI;VIA AURELIA  559 - 00165 - Roma (RM);41.8955203;12.420125;ANG;Z11030102;ANGIOGRAFI FISSI PER STUDI ANGIOGRAFICI E CARDIOLOGICI;1;1; 
120;LAZIO;201;ROMA 1;120150;CASA DI CURA PIO XI;VIA AURELIA  559 - 00165 - Roma (RM);41.8955203;12.420125;GCC;Z11020105;"GAMMA CAMERE IN STAZIONE FISSA A TESTATA MULTIPLA - CON ACQUISIZIONE ""TOTAL BODY""";1;1; 
120;LAZIO;201;ROMA 1;120150;CASA DI CURA PIO XI;VIA AURELIA  559 - 00165 - Roma (RM);41.8955203;12.420125;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;201;ROMA 1;120150;CASA DI CURA PIO XI;VIA AURELIA  559 - 00165 - Roma (RM);41.8955203;12.420125;PET;Z11020301;SISTEMI TC/PET;1;1; 
120;LAZIO;201;ROMA 1;120150;CASA DI CURA PIO XI;VIA AURELIA  559 - 00165 - Roma (RM);41.8955203;12.420125;RMN;Z11050105;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO SUPERIORE A 0.5T E INFERIORE O UGUALE A 3.0T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;201;ROMA 1;120150;CASA DI CURA PIO XI;VIA AURELIA  559 - 00165 - Roma (RM);41.8955203;12.420125;ROB;Z12020101;SISTEMI ROBOTIZZATI PER CHIRURGIA ENDOSCOPICA;1;1; 
120;LAZIO;201;ROMA 1;120158;PAIDEIA INTERNATIONAL HOSPITAL;VIA G. FABBRONI 6 - 00191 - Roma (RM);41.9513458;12.4707964;MMI;Z11030202;MAMMOGRAFI DIGITALI;2;2; 
120;LAZIO;201;ROMA 1;120158;PAIDEIA INTERNATIONAL HOSPITAL;VIA G. FABBRONI 6 - 00191 - Roma (RM);41.9513458;12.4707964;RMN;Z11050105;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO SUPERIORE A 0.5T E INFERIORE O UGUALE A 3.0T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;201;ROMA 1;120158;PAIDEIA INTERNATIONAL HOSPITAL;VIA G. FABBRONI 6 - 00191 - Roma (RM);41.9513458;12.4707964;TAC;Z11030607;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 256 STRATI;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;201;ROMA 1;120159;CASA DI CURA NUOVA VILLA CLAUDIA;VIA FLAMINIA NUOVA 280 - 00191 - Roma (RM);41.95267980000001;12.4739319;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;201;ROMA 1;120159;CASA DI CURA NUOVA VILLA CLAUDIA;VIA FLAMINIA NUOVA 280 - 00191 - Roma (RM);41.95267980000001;12.4739319;ROB;Z12020101;SISTEMI ROBOTIZZATI PER CHIRURGIA ENDOSCOPICA;1;1; 
120;LAZIO;201;ROMA 1;120163;CASA DI CURA SAN FELICIANO;VIA E. DE' OSSO', 6 - 00166 - Roma (RM);41.8992799;12.4129398;RMN;Z11050101;TOMOGRAFI SETTORIALI (PER ESAMI TOMOGRAFICI DELLE ESTREMITA');1;1;0 con tavolo portapaziente HIFU
120;LAZIO;201;ROMA 1;120163;CASA DI CURA SAN FELICIANO;VIA E. DE' OSSO', 6 - 00166 - Roma (RM);41.8992799;12.4129398;TAC;Z11030603;TOMOGRAFI ASSIALI COMPUTERIZZATI - SUPERIORE O UGUALE A 16 STRATI ED INFERIORE A 64 STRATI;1;1;1 con tavolo portapaziente bariatrico
120;LAZIO;201;ROMA 1;120172;CASA DI CURA MATER DEI;VIA ANTONIO BERTOLONI 34 - 00197 - Roma (RM);41.9240809;12.4877515;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;201;ROMA 1;120172;CASA DI CURA MATER DEI;VIA ANTONIO BERTOLONI 34 - 00197 - Roma (RM);41.9240809;12.4877515;RMN;Z11050101;TOMOGRAFI SETTORIALI (PER ESAMI TOMOGRAFICI DELLE ESTREMITA');1;1;0 con tavolo portapaziente HIFU
120;LAZIO;201;ROMA 1;120172;CASA DI CURA MATER DEI;VIA ANTONIO BERTOLONI 34 - 00197 - Roma (RM);41.9240809;12.4877515;RMN;Z11050105;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO SUPERIORE A 0.5T E INFERIORE O UGUALE A 3.0T;1;1;1 con tavolo portapaziente HIFU
120;LAZIO;201;ROMA 1;120172;CASA DI CURA MATER DEI;VIA ANTONIO BERTOLONI 34 - 00197 - Roma (RM);41.9240809;12.4877515;TAC;Z11030604;TOMOGRAFI ASSIALI COMPUTERIZZATI - SUPERIORE O UGUALE A 64 STRATI;1;1;1 con tavolo portapaziente bariatrico
120;LAZIO;201;ROMA 1;120256;ARSBIOMEDICA DELLA SAF GESTIONI SANITARI;VIA LUIGI BODIO, 58 - 00191 - Roma (RM);41.9451138;12.4655344;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;201;ROMA 1;120256;ARSBIOMEDICA DELLA SAF GESTIONI SANITARI;VIA LUIGI BODIO, 58 - 00191 - Roma (RM);41.9451138;12.4655344;TAC;Z11030607;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 256 STRATI;1;1;1 con tavolo portapaziente bariatrico
120;LAZIO;201;ROMA 1;12028501;Presidio Ospedaliero San Filippo Neri;Via Martinotti 20 - 00133 - Roma (RM);41.9469184;12.4141208;ACC;Z11010103;ACCELERATORI LINEARI AD ENERGIA ALTA E MULTIPLA;3;3; 
120;LAZIO;201;ROMA 1;12028501;Presidio Ospedaliero San Filippo Neri;Via Martinotti 20 - 00133 - Roma (RM);41.9469184;12.4141208;ANG;Z11030102;ANGIOGRAFI FISSI PER STUDI ANGIOGRAFICI E CARDIOLOGICI;3;3; 
120;LAZIO;201;ROMA 1;12028501;Presidio Ospedaliero San Filippo Neri;Via Martinotti 20 - 00133 - Roma (RM);41.9469184;12.4141208;MMI;Z11030202;MAMMOGRAFI DIGITALI;3;3; 
120;LAZIO;201;ROMA 1;12028501;Presidio Ospedaliero San Filippo Neri;Via Martinotti 20 - 00133 - Roma (RM);41.9469184;12.4141208;RMN;Z11050105;TOMOGRAFI A MAGNETE CHIUSO CON INTENSITA' DI CAMPO SUPERIORE A 2T E INFERIORE O UGUALE A 4T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;201;ROMA 1;12028501;Presidio Ospedaliero San Filippo Neri;Via Martinotti 20 - 00133 - Roma (RM);41.9469184;12.4141208;ROB;Z12020101;SISTEMI ROBOTIZZATI PER CHIRURGIA ENDOSCOPICA;2;2; 
120;LAZIO;201;ROMA 1;12028501;Presidio Ospedaliero San Filippo Neri;Via Martinotti 20 - 00133 - Roma (RM);41.9469184;12.4141208;TAC;Z11030603;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 16 STRATI ED INFERIORE A 64 STRATI;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;201;ROMA 1;12028501;Presidio Ospedaliero San Filippo Neri;Via Martinotti 20 - 00133 - Roma (RM);41.9469184;12.4141208;TAC;Z11030606;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 128 STRATI ED INFERIORE A 256 STRATI;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;201;ROMA 1;12028501;Presidio Ospedaliero San Filippo Neri;Via Martinotti 20 - 00133 - Roma (RM);41.9469184;12.4141208;TAC;Z11030607;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 256 STRATI;1;1;0 con tavolo portapaziente bariatrico
120;LAZIO;201;ROMA 1;120297;CLINICA FENICE PARIOLI srl;VIA FELICE GIORDANO 8 - 00197 - Roma (RM);41.9228908;12.4877953;MMI;Z11030202;MAMMOGRAFI DIGITALI;1;1; 
120;LAZIO;201;ROMA 1;120297;CLINICA FENICE PARIOLI srl;VIA FELICE GIORDANO 8 - 00197 - Roma (RM);41.9228908;12.4877953;RMN;Z11050102;TOMOGRAFI A MAGNETE APERTO CON INTENSITA' DI CAMPO MAGNETICO INFERIORE O UGUALE A 0.5T;1;1;0 con tavolo portapaziente HIFU
120;LAZIO;201;ROMA 1;120297;CLINICA FENICE PARIOLI srl;VIA FELICE GIORDANO 8 - 00197 - Roma (RM);41.9228908;12.4877953;TAC;Z11030603;TOMOGRAFI COMPUTERIZZATI - SUPERIORE O UGUALE A 16 STRATI ED INFERIORE A 64 STRATI;1;1;0 con tavolo portapaziente bariatrico
