Stazioni;Data;T-MIN;T-MAX
Rocca di Papa;11/07/2022;18,7;25,4
Rocca di Papa;12/07/2022;18,9;25,8
Rocca di Papa;13/07/2022;19,3;24,5
Rocca di Papa;14/07/2022;19,4;25,9
Rocca di Papa;15/07/2022;21,6;28,6
Rocca di Papa;16/07/2022;22,7;28,8
Rocca di Papa;17/07/2022;22,6;30,6
Rocca di Papa;18/07/2022;24,5;31,8
Rocca di Papa;19/07/2022;24,2;28,7
Rocca di Papa;20/07/2022;23,7;29,6
Rocca di Papa;21/07/2022;24,5;30,6
Rocca di Papa;22/07/2022;23,9;31,2
Rocca di Papa;23/07/2022;23,4;29,8
Rocca di Papa;24/07/2022;22,2;29,0
Rocca di Papa;25/07/2022;23,4;30,1
Rocca di Papa;26/07/2022;22,2;29,3
Rocca di Papa;27/07/2022;21,3;27,9
Rocca di Papa;28/07/2022;20,8;27,6
Rocca di Papa;29/07/2022;19,5;26,7
Rocca di Papa;30/07/2022;20,9;26,9
Rocca di Papa;31/07/2022;21,3;26,8
Roma EUR;01/07/2022;19,3;33,5
Roma EUR;02/07/2022;20,4;36,5
Roma EUR;03/07/2022;23,6;37,6
Roma EUR;04/07/2022;23,7;38,2
Roma EUR;05/07/2022;22,9;36,4
Roma EUR;06/07/2022;22,1;35,9
Roma EUR;07/07/2022;23,3;33,9
Roma EUR;08/07/2022;18,1;32,3
Roma EUR;09/07/2022;21,6;34,7
Roma EUR;10/07/2022;20,8;31,1
Roma EUR;11/07/2022;19,5;32,0
Roma EUR;12/07/2022;21,3;33,0
Roma EUR;13/07/2022;21,4;31,0
Roma EUR;14/07/2022;20,8;31,8
Roma EUR;15/07/2022;22,9;34,2
Roma EUR;16/07/2022;22,6;34,7
Roma EUR;17/07/2022;22,3;36,4
Roma EUR;18/07/2022;23,1;37,7
Roma EUR;19/07/2022;24,9;37,1
Roma EUR;20/07/2022;22,2;34,7
Roma EUR;21/07/2022;24,2;37,6
Roma EUR;22/07/2022;24,8;37,8
Roma EUR;23/07/2022;22,7;35,5
Roma EUR;24/07/2022;23,3;34,6
Roma EUR;25/07/2022;23,5;36,7
Roma EUR;26/07/2022;23,7;33,7
Roma EUR;27/07/2022;24,5;32,2
Roma EUR;28/07/2022;24,2;32,8
Roma EUR;29/07/2022;22,2;35,1
Roma EUR;30/07/2022;23,2;33,5
Roma EUR;31/07/2022;23,7;35,8
Roma Flaminio;01/07/2022;18,5;34,6
Roma Flaminio;02/07/2022;19,6;37,2
Roma Flaminio;03/07/2022;21,7;38,6
Roma Flaminio;04/07/2022;22,9;38,0
Roma Flaminio;05/07/2022;22,3;36,6
Roma Flaminio;06/07/2022;22,4;37,4
Roma Flaminio;07/07/2022;22,4;34,3
Roma Flaminio;08/07/2022;17,7;31,6
Roma Flaminio;09/07/2022;20,9;33,4
Roma Flaminio;10/07/2022;20,4;32,0
Roma Flaminio;11/07/2022;19,4;33,2
Roma Flaminio;12/07/2022;20,6;33,6
Roma Flaminio;13/07/2022;21,3;33,0
Roma Flaminio;14/07/2022;20,8;33,4
Roma Flaminio;15/07/2022;22,0;35,5
Roma Flaminio;16/07/2022;21,9;35,4
Roma Flaminio;17/07/2022;21,6;37,0
Roma Flaminio;18/07/2022;21,8;38,3
Roma Flaminio;19/07/2022;22,9;36,8
Roma Flaminio;20/07/2022;23,1;35,9
Roma Flaminio;21/07/2022;23,1;37,2
Roma Flaminio;22/07/2022;24,7;38,0
Roma Flaminio;23/07/2022;24,9;36,4
Roma Flaminio;24/07/2022;23,3;36,0
Roma Flaminio;25/07/2022;23,5;36,2
Roma Flaminio;26/07/2022;23,5;35,4
Roma Flaminio;27/07/2022;23,9;33,5
Roma Flaminio;28/07/2022;22,4;34,5
Roma Flaminio;29/07/2022;22,3;35,0
Roma Flaminio;30/07/2022;23,2;34,9
Roma Flaminio;31/07/2022;23,2;36,1
Roma Macao;01/07/2022;21,9;34,5
Roma Macao;02/07/2022;21,2;37,6
Roma Macao;03/07/2022;25,5;39,7
Roma Macao;04/07/2022;25,7;38,9
Roma Macao;05/07/2022;24,8;36,9
Roma Macao;06/07/2022;23,8;36,4
Roma Macao;07/07/2022;23,7;34,7
Roma Macao;08/07/2022;17,7;30,8
Roma Macao;09/07/2022;20,5;32,4
Roma Macao;10/07/2022;20,4;33,1
Roma Macao;11/07/2022;21,5;33,0
Roma Macao;12/07/2022;21,4;33,8
Roma Macao;13/07/2022;22,6;32,9
Roma Macao;14/07/2022;22,4;33,2
Roma Macao;15/07/2022;22,6;35,4
Roma Macao;16/07/2022;23,0;35,1
Roma Macao;17/07/2022;23,0;37,1
Roma Macao;18/07/2022;24,2;37,9
Roma Macao;19/07/2022;24,5;37,1
Roma Macao;20/07/2022;24,2;35,7
Roma Macao;21/07/2022;24,1;37,1
Roma Macao;22/07/2022;25,5;38,4
Roma Macao;23/07/2022;25,5;36,3
Roma Macao;24/07/2022;24,5;36,0
Roma Macao;25/07/2022;24,6;36,1
Roma Macao;26/07/2022;25,0;35,8
Roma Macao;27/07/2022;25,3;33,2
Roma Macao;28/07/2022;23,1;34,6
Roma Macao;29/07/2022;23,7;35,0
Roma Macao;30/07/2022;24,3;33,7
Roma Macao;31/07/2022;23,8;36,6
Roma Monte Mario;01/07/2022;20,3;33,3
Roma Monte Mario;02/07/2022;21,0;35,5
Roma Monte Mario;03/07/2022;24,2;38,3
Roma Monte Mario;04/07/2022;24,6;36,2
Roma Monte Mario;05/07/2022;23,3;35,5
Roma Monte Mario;06/07/2022;22,9;35,3
Roma Monte Mario;07/07/2022;23,7;33,0
Roma Monte Mario;08/07/2022;17,3;30,6
Roma Monte Mario;09/07/2022;19,9;32,0
Roma Monte Mario;10/07/2022;20,0;30,4
Roma Monte Mario;11/07/2022;20,2;31,2
Roma Monte Mario;12/07/2022;20,6;32,2
Roma Monte Mario;13/07/2022;21,7;31,2
Roma Monte Mario;14/07/2022;21,6;31,8
Roma Monte Mario;15/07/2022;21,7;33,6
Roma Monte Mario;16/07/2022;22,0;33,5
Roma Monte Mario;17/07/2022;22,2;34,9
Roma Monte Mario;18/07/2022;23,5;36,5
Roma Monte Mario;19/07/2022;22,8;36,0
Roma Monte Mario;20/07/2022;23,1;34,4
Roma Monte Mario;21/07/2022;23,3;35,4
Roma Monte Mario;22/07/2022;24,5;35,8
Roma Monte Mario;23/07/2022;24,5;34,6
Roma Monte Mario;24/07/2022;23,3;35,0
Roma Monte Mario;25/07/2022;23,5;34,4
Roma Monte Mario;26/07/2022;23,8;35,3
Roma Monte Mario;27/07/2022;23,6;32,4
Roma Monte Mario;28/07/2022;22,7;34,0
Roma Monte Mario;29/07/2022;22,5;33,7
Roma Monte Mario;30/07/2022;23,5;33,2
Roma Monte Mario;31/07/2022;23,2;34,4
Roma Sud;01/07/2022;14,4;31,3
Roma Sud;02/07/2022;14,5;32,8
Roma Sud;03/07/2022;16,7;33,8
Roma Sud;04/07/2022;18,5;33,2
Roma Sud;05/07/2022;18,4;32,1
Roma Sud;06/07/2022;15,8;32,1
Roma Sud;07/07/2022;19,8;32,4
Roma Sud;08/07/2022;15,4;29,6
Roma Sud;09/07/2022;17,7;31,6
Roma Sud;10/07/2022;17,6;27,9
Roma Sud;11/07/2022;15,7;28,3
Roma Sud;12/07/2022;16,8;28,8
Roma Sud;13/07/2022;17,7;28,6
Roma Sud;14/07/2022;17,3;30,5
Roma Sud;15/07/2022;18,0;30,3
Roma Sud;16/07/2022;18,0;30,4
Roma Sud;17/07/2022;17,2;32,9
Roma Sud;18/07/2022;17,2;33,4
Roma Sud;19/07/2022;19,0;33,0
Roma Sud;20/07/2022;18,6;31,9
Roma Sud;21/07/2022;19,2;32,7
Roma Sud;22/07/2022;20,2;33,3
Roma Sud;23/07/2022;19,7;32,0
Roma Sud;24/07/2022;19,3;30,9
Roma Sud;25/07/2022;19,3;32,4
Roma Sud;26/07/2022;19,3;31,7
Roma Sud;27/07/2022;20,5;30,0
Roma Sud;28/07/2022;19,4;30,7
Roma Sud;29/07/2022;18,4;30,1
Roma Sud;30/07/2022;19,0;30,2
Roma Sud;31/07/2022;18,8;32,5
Ronciglione rlazio;01/07/2022;20,7;34,6
Ronciglione rlazio;02/07/2022;20,4;37,8
Ronciglione rlazio;03/07/2022;24,1;38,5
Ronciglione rlazio;04/07/2022;24,4;39,3
Ronciglione rlazio;05/07/2022;24,0;37,2
Ronciglione rlazio;06/07/2022;22,6;37,8
Ronciglione rlazio;07/07/2022;20,0;34,8
Ronciglione rlazio;08/07/2022;17,0;28,0
Ronciglione rlazio;09/07/2022;18,8;29,9
Ronciglione rlazio;10/07/2022;18,7;32,1
Ronciglione rlazio;11/07/2022;19,0;33,2
Ronciglione rlazio;12/07/2022;18,9;33,7
Ronciglione rlazio;13/07/2022;20,1;33,9
Ronciglione rlazio;14/07/2022;19,5;34,8
Ronciglione rlazio;15/07/2022;21,2;37,0
Ronciglione rlazio;16/07/2022;20,3;36,3
Ronciglione rlazio;17/07/2022;21,6;37,5
Ronciglione rlazio;18/07/2022;23,3;38,0
Ronciglione rlazio;19/07/2022;23,1;37,6
Ronciglione rlazio;20/07/2022;22,4;36,2
Ronciglione rlazio;21/07/2022;21,6;38,2
Ronciglione rlazio;22/07/2022;23,4;38,5
Ronciglione rlazio;23/07/2022;22,1;38,2
Ronciglione rlazio;24/07/2022;22,4;38,1
Ronciglione rlazio;25/07/2022;22,5;37,3
Ronciglione rlazio;26/07/2022;23,0;37,1
Ronciglione rlazio;27/07/2022;22,5;33,2
Ronciglione rlazio;28/07/2022;21,6;34,6
Ronciglione rlazio;29/07/2022;20,7;36,5
Ronciglione rlazio;30/07/2022;20,8;33,3
Ronciglione rlazio;31/07/2022;22,5;35,6
S.Apollinare Rlazio;01/07/2022;15,9;35,7
S.Apollinare Rlazio;02/07/2022;15,6;37,7
S.Apollinare Rlazio;03/07/2022;17,3;37,5
S.Apollinare Rlazio;04/07/2022;17,9;36,4
S.Apollinare Rlazio;05/07/2022;19,2;34
S.Apollinare Rlazio;06/07/2022;18,2;37,7
S.Apollinare Rlazio;07/07/2022;17,8;34,7
S.Apollinare Rlazio;08/07/2022;16,6;31,1
S.Apollinare Rlazio;09/07/2022;14,3;32,4
S.Apollinare Rlazio;10/07/2022;16,6;32,8
S.Apollinare Rlazio;11/07/2022;13,1;33,7
S.Apollinare Rlazio;12/07/2022;15,9;32,7
S.Apollinare Rlazio;13/07/2022;18,2;34,4
S.Apollinare Rlazio;14/07/2022;13,7;34,9
S.Apollinare Rlazio;15/07/2022;14,8;35,3
S.Apollinare Rlazio;16/07/2022;16,7;34,3
S.Apollinare Rlazio;17/07/2022;18,9;37,5
S.Apollinare Rlazio;18/07/2022;18,7;39
S.Apollinare Rlazio;19/07/2022;16,9;38,6
S.Apollinare Rlazio;20/07/2022;15,9;37,6
S.Apollinare Rlazio;21/07/2022;16,2;36,4
S.Apollinare Rlazio;22/07/2022;20,3;36,1
S.Apollinare Rlazio;23/07/2022;21,1;34,8
S.Apollinare Rlazio;24/07/2022;19,2;36,1
S.Apollinare Rlazio;25/07/2022;20,4;35,8
S.Apollinare Rlazio;26/07/2022;21;35,1
S.Apollinare Rlazio;27/07/2022;18,9;35
S.Apollinare Rlazio;28/07/2022;20,3;37,1
S.Apollinare Rlazio;29/07/2022;18,1;34,8
S.Apollinare Rlazio;30/07/2022;17,5;34,5
S.Apollinare Rlazio;31/07/2022;19,4;37,1
S.Cosimato-Mandela;01/07/2022;15;33,8
S.Cosimato-Mandela;02/07/2022;13,3;34,9
S.Cosimato-Mandela;03/07/2022;15,9;36,2
S.Cosimato-Mandela;04/07/2022;16,6;36,4
S.Cosimato-Mandela;05/07/2022;16,5;34,6
S.Cosimato-Mandela;06/07/2022;14,7;34,5
S.Cosimato-Mandela;07/07/2022;16,7;32,6
S.Cosimato-Mandela;08/07/2022;15,4;28
S.Cosimato-Mandela;09/07/2022;14,5;29,9
S.Cosimato-Mandela;10/07/2022;12,5;29,7
S.Cosimato-Mandela;11/07/2022;13,6;30,8
S.Cosimato-Mandela;12/07/2022;13,8;30,7
S.Cosimato-Mandela;13/07/2022;16,2;30,7
S.Cosimato-Mandela;14/07/2022;13,5;31,6
S.Cosimato-Mandela;15/07/2022;15,4;34,4
S.Cosimato-Mandela;16/07/2022;14;34
S.Cosimato-Mandela;17/07/2022;15,2;35,6
S.Cosimato-Mandela;18/07/2022;16,5;35,6
S.Cosimato-Mandela;19/07/2022;16,2;34,4
S.Cosimato-Mandela;20/07/2022;16,3;33,9
S.Cosimato-Mandela;21/07/2022;16,6;35,4
S.Cosimato-Mandela;22/07/2022;17,4;36,7
S.Cosimato-Mandela;23/07/2022;16,9;35,4
S.Cosimato-Mandela;24/07/2022;15,3;35
S.Cosimato-Mandela;25/07/2022;16,8;35,3
S.Cosimato-Mandela;26/07/2022;16,5;34,1
S.Cosimato-Mandela;27/07/2022;18,8;33
S.Cosimato-Mandela;28/07/2022;17;32,8
S.Cosimato-Mandela;29/07/2022;16,6;33,1
S.Cosimato-Mandela;30/07/2022;17,7;31,5
S.Cosimato-Mandela;31/07/2022;17,5;32,1
S.Vito Romano;01/07/2022;20,1;34,2
S.Vito Romano;02/07/2022;19,9;35,2
S.Vito Romano;03/07/2022;22,2;35,8
S.Vito Romano;04/07/2022;22,5;34,6
S.Vito Romano;05/07/2022;21,5;34,2
S.Vito Romano;06/07/2022;21,1;34
S.Vito Romano;07/07/2022;19;32
S.Vito Romano;08/07/2022;13,8;25,2
S.Vito Romano;09/07/2022;16;28
S.Vito Romano;10/07/2022;15,1;29
S.Vito Romano;11/07/2022;16,2;29,7
S.Vito Romano;12/07/2022;18,5;29
S.Vito Romano;13/07/2022;17,3;29,6
S.Vito Romano;14/07/2022;16,5;31,6
S.Vito Romano;15/07/2022;19,4;33,7
S.Vito Romano;16/07/2022;21,3;33,5
S.Vito Romano;17/07/2022;22,1;36,3
S.Vito Romano;18/07/2022;21;35
S.Vito Romano;19/07/2022;20,8;33,7
S.Vito Romano;20/07/2022;20,9;33,5
S.Vito Romano;21/07/2022;21,3;34,5
S.Vito Romano;22/07/2022;22,8;34,9
S.Vito Romano;23/07/2022;22,2;35,3
S.Vito Romano;24/07/2022;20,6;35
S.Vito Romano;25/07/2022;21;34,6
S.Vito Romano;26/07/2022;20,1;33
S.Vito Romano;27/07/2022;19,6;32,6
S.Vito Romano;28/07/2022;20;32,9
